sepal.length	variety
9.0	Versicolor
9.0	Versicolor
9.8	Virginica
9.3	Virginica
9.8	Virginica
6.0	Setosa
5.3	Setosa
9.9	Virginica
8.3	Setosa
8.5	Versicolor
9.6	Versicolor
11.7	Virginica
11.2	Virginica
10.2	Versicolor
7.7	Virginica
7.7	Virginica
8.3	Virginica
9.2	Setosa
10.9	Virginica
8.5	Virginica
7.3	Versicolor
5.0	Setosa
5.4	Setosa
8.6	Setosa
7.1	Setosa
10.4	Virginica
9.4	Setosa
6.6	Versicolor
8.9	Versicolor
7.7	Versicolor
7.4	Virginica
10.3	Versicolor
7.0	Versicolor
8.9	Versicolor
6.2	Setosa
8.9	Versicolor
7.1	Setosa
9.6	Setosa
10.4	Virginica
7.9	Setosa
10.6	Virginica
8.2	Versicolor
6.0	Setosa
6.1	Setosa
8.7	Versicolor
9.3	Virginica
7.5	Setosa
6.4	Setosa
7.0	Virginica
8.7	Versicolor
9.0	Versicolor
8.0	Setosa
7.0	Setosa
8.2	Virginica
11.4	Virginica
9.7	Setosa
7.8	Virginica
8.5	Versicolor
9.6	Versicolor
6.3	Virginica
8.2	Virginica
10.5	Versicolor
9.7	Versicolor
6.6	Versicolor
6.9	Setosa
7.2	Versicolor
9.5	Versicolor
8.7	Virginica
8.5	Versicolor
11.3	Virginica
8.2	Virginica
7.0	Virginica
8.8	Setosa
11.6	Virginica
8.0	Setosa
5.2	Versicolor
8.9	Virginica
7.8	Versicolor
6.3	Versicolor
10.5	Versicolor
6.4	Setosa
9.9	Setosa
6.8	Versicolor
8.1	Versicolor
6.7	Versicolor
8.7	Virginica
7.1	Setosa
9.7	Setosa
7.3	Setosa
8.2	Virginica
5.6	Versicolor
11.9	Virginica
9.7	Virginica
9.0	Virginica
7.6	Setosa
7.6	Versicolor
9.6	Setosa
9.3	Setosa
6.2	Setosa
11.0	Virginica
6.4	Setosa
8.3	Virginica
8.1	Virginica
8.9	Setosa
6.4	Virginica
