petal.width	variety
5.2	Versicolor
3.3	Virginica
5.1	Virginica
3.5	Versicolor
5.3	Versicolor
1.6	Setosa
4.0	Versicolor
2.8	Versicolor
1.8	Virginica
0.3	Setosa
3.8	Virginica
4.2	Setosa
3.0	Versicolor
2.3	Versicolor
1.2	Setosa
1.7	Setosa
5.6	Versicolor
0.2	Setosa
6.3	Virginica
2.7	Setosa
2.2	Setosa
4.9	Versicolor
4.9	Virginica
3.3	Setosa
2.0	Virginica
4.2	Setosa
3.7	Setosa
0.4	Setosa
2.0	Virginica
3.3	Virginica
2.7	Virginica
0.4	Setosa
4.4	Versicolor
4.3	Setosa
5.5	Versicolor
5.1	Virginica
3.7	Setosa
5.3	Versicolor
4.4	Virginica
2.7	Setosa
5.3	Virginica
1.8	Virginica
1.9	Setosa
2.9	Virginica
4.2	Versicolor
1.3	Versicolor
2.5	Versicolor
3.8	Versicolor
2.1	Setosa
2.5	Versicolor
1.2	Setosa
0.2	Setosa
2.8	Setosa
5.1	Virginica
4.0	Versicolor
2.6	Setosa
4.4	Versicolor
3.2	Setosa
1.7	Setosa
4.7	Setosa
3.6	Versicolor
4.2	Versicolor
6.0	Versicolor
6.1	Virginica
3.8	Virginica
6.3	Virginica
2.3	Setosa
2.0	Versicolor
5.1	Versicolor
6.0	Versicolor
4.0	Versicolor
6.4	Virginica
0.7	Setosa
5.6	Versicolor
3.5	Versicolor
4.4	Virginica
3.5	Setosa
2.2	Versicolor
4.7	Setosa
0.8	Setosa
4.7	Setosa
2.2	Virginica
4.1	Setosa
2.8	Versicolor
3.5	Virginica
2.1	Setosa
4.1	Versicolor
1.8	Versicolor
3.3	Virginica
5.3	Virginica
2.4	Virginica
4.2	Setosa
6.8	Virginica
3.3	Versicolor
5.5	Virginica
5.8	Versicolor
3.7	Setosa
1.0	Versicolor
5.2	Versicolor
3.2	Virginica
3.0	Versicolor
2.7	Setosa
1.8	Versicolor
5.8	Virginica
2.0	Virginica
