sepal.width	petal.length	petal.width	variety
3.0	1.3	4.7	Setosa
7.2	6.5	5.8	Virginica
5.4	2.0	2.7	Setosa
3.7	7.6	2.6	Versicolor
7.8	9.2	4.1	Versicolor
7.0	4.0	2.7	Setosa
3.5	4.5	4.5	Versicolor
5.2	8.1	4.0	Virginica
7.9	2.0	2.4	Setosa
6.3	4.7	2.3	Setosa
5.2	8.7	3.3	Versicolor
4.0	6.9	3.4	Versicolor
5.6	6.1	3.3	Virginica
3.3	3.9	2.7	Setosa
4.3	10.1	2.4	Virginica
3.0	6.2	3.0	Versicolor
4.9	7.3	2.8	Versicolor
5.4	5.0	0.4	Setosa
5.3	7.3	2.0	Versicolor
3.7	2.2	2.7	Setosa
4.7	6.6	4.9	Virginica
3.6	3.4	4.7	Setosa
6.3	6.8	4.3	Virginica
4.9	5.3	2.5	Versicolor
7.3	9.0	3.5	Virginica
4.3	8.5	2.3	Versicolor
6.4	7.6	3.9	Virginica
7.4	5.9	4.8	Virginica
2.7	5.0	4.0	Versicolor
3.4	7.3	2.8	Versicolor
7.2	4.9	4.2	Setosa
2.8	7.1	2.2	Virginica
4.4	2.0	2.7	Setosa
3.8	6.5	3.3	Versicolor
6.8	10.9	6.5	Virginica
7.7	6.7	1.9	Versicolor
4.4	9.8	6.3	Virginica
4.1	8.5	5.3	Virginica
5.2	3.0	3.4	Setosa
6.6	6.2	1.5	Versicolor
4.2	7.6	2.5	Versicolor
4.4	5.3	2.9	Setosa
4.2	8.1	5.4	Virginica
5.3	2.0	1.8	Setosa
5.0	4.5	5.6	Versicolor
5.0	4.4	3.8	Setosa
5.5	5.2	3.2	Versicolor
3.5	10.4	6.1	Virginica
2.2	4.5	3.0	Versicolor
4.7	7.9	3.3	Virginica
6.1	4.5	0.6	Setosa
6.2	2.5	1.7	Setosa
4.4	3.9	0.7	Setosa
3.3	8.1	1.3	Versicolor
7.5	7.4	4.3	Virginica
6.1	8.6	2.9	Virginica
5.5	5.0	3.8	Versicolor
3.6	6.4	4.9	Versicolor
5.1	2.5	3.2	Setosa
2.9	6.1	2.3	Versicolor
4.2	1.6	1.2	Setosa
6.5	1.9	3.7	Setosa
5.3	7.2	6.1	Virginica
5.9	2.2	0.4	Setosa
5.6	8.6	5.9	Virginica
7.1	6.6	3.0	Virginica
6.9	3.1	0.7	Setosa
5.5	8.8	5.8	Virginica
7.0	6.5	3.2	Virginica
4.3	2.3	3.8	Setosa
5.5	9.0	2.5	Versicolor
7.8	1.9	0.4	Setosa
4.5	5.1	3.7	Setosa
6.2	8.4	2.8	Virginica
8.6	5.5	4.6	Setosa
7.0	1.2	4.7	Setosa
7.0	9.1	6.6	Virginica
4.1	5.0	0.2	Setosa
4.2	6.4	1.2	Versicolor
3.9	7.8	4.6	Versicolor
3.5	3.3	1.3	Setosa
4.4	8.2	2.5	Versicolor
4.9	4.4	1.2	Setosa
6.9	2.4	3.7	Setosa
8.3	3.1	3.2	Setosa
4.0	6.6	3.3	Virginica
2.8	8.6	5.6	Virginica
5.5	4.9	1.6	Setosa
5.7	5.8	0.2	Setosa
6.3	9.6	3.9	Virginica
4.3	4.6	4.5	Versicolor
7.5	9.1	4.8	Virginica
6.8	1.7	1.5	Setosa
4.2	7.0	4.0	Versicolor
3.4	5.6	3.4	Setosa
7.0	1.1	3.6	Setosa
5.0	8.0	1.5	Versicolor
3.5	7.4	5.1	Versicolor
6.0	6.3	3.2	Virginica
5.6	2.4	0.6	Setosa
3.1	8.9	2.1	Virginica
6.0	8.0	5.6	Virginica
5.4	7.0	6.0	Versicolor
3.8	5.5	4.3	Versicolor
4.5	4.4	4.8	Setosa
