petal.length	variety
7.5	Versicolor
7.9	Versicolor
6.9	Versicolor
7.0	Virginica
4.0	Versicolor
7.3	Virginica
6.0	Setosa
5.6	Setosa
8.2	Versicolor
7.1	Versicolor
7.5	Versicolor
5.5	Virginica
8.6	Virginica
8.9	Virginica
5.8	Setosa
9.3	Virginica
7.6	Virginica
9.1	Virginica
6.1	Virginica
3.9	Setosa
7.9	Virginica
6.9	Versicolor
7.3	Versicolor
3.6	Setosa
8.4	Virginica
3.9	Setosa
7.0	Versicolor
6.6	Virginica
2.6	Setosa
4.8	Versicolor
8.6	Virginica
7.8	Virginica
2.0	Setosa
6.1	Virginica
6.1	Versicolor
5.1	Virginica
5.1	Versicolor
4.9	Versicolor
7.5	Versicolor
9.7	Virginica
6.0	Versicolor
8.8	Versicolor
7.1	Versicolor
7.8	Virginica
9.8	Virginica
4.6	Versicolor
5.4	Setosa
8.4	Versicolor
1.3	Setosa
5.8	Virginica
5.1	Virginica
1.5	Setosa
7.3	Versicolor
2.5	Setosa
4.7	Versicolor
8.6	Virginica
3.6	Setosa
6.0	Setosa
4.5	Setosa
1.7	Setosa
5.4	Setosa
4.7	Versicolor
9.6	Virginica
3.0	Setosa
4.3	Versicolor
8.4	Virginica
5.0	Setosa
5.6	Setosa
7.5	Versicolor
1.9	Setosa
4.8	Setosa
8.0	Versicolor
8.6	Virginica
3.1	Setosa
2.8	Setosa
9.0	Virginica
3.9	Versicolor
9.4	Virginica
5.5	Versicolor
7.0	Versicolor
5.9	Versicolor
7.7	Versicolor
9.2	Versicolor
10.0	Virginica
4.7	Versicolor
2.3	Setosa
9.8	Virginica
8.4	Versicolor
5.0	Setosa
8.9	Virginica
4.4	Setosa
9.5	Virginica
6.7	Versicolor
1.3	Setosa
9.1	Virginica
5.5	Versicolor
7.6	Virginica
9.6	Virginica
6.0	Setosa
8.7	Virginica
4.2	Setosa
7.2	Virginica
6.7	Versicolor
4.4	Setosa
7.7	Virginica
