sepal.width	variety
5.5	Versicolor
4.8	Versicolor
6.7	Setosa
4.3	Virginica
3.4	Virginica
7.2	Virginica
7.8	Virginica
6.5	Versicolor
5.8	Virginica
7.2	Virginica
2.8	Setosa
3.6	Virginica
4.1	Setosa
5.8	Virginica
4.5	Virginica
3.7	Setosa
3.9	Setosa
6.3	Versicolor
3.9	Versicolor
5.5	Virginica
5.4	Versicolor
7.7	Setosa
3.0	Setosa
4.0	Versicolor
4.5	Setosa
2.7	Virginica
5.5	Versicolor
3.6	Virginica
3.5	Setosa
5.0	Versicolor
4.8	Versicolor
7.2	Setosa
4.9	Versicolor
6.4	Virginica
7.7	Setosa
5.0	Versicolor
6.3	Virginica
4.7	Virginica
3.8	Virginica
2.9	Virginica
6.7	Virginica
7.1	Virginica
6.2	Setosa
4.0	Virginica
6.0	Setosa
5.0	Versicolor
7.4	Virginica
7.1	Versicolor
4.7	Setosa
3.1	Virginica
6.8	Versicolor
3.9	Versicolor
7.0	Versicolor
7.5	Virginica
4.3	Setosa
7.1	Setosa
7.6	Versicolor
6.0	Virginica
3.9	Setosa
5.8	Virginica
3.9	Setosa
6.5	Setosa
6.9	Setosa
5.8	Versicolor
4.1	Setosa
6.7	Versicolor
5.7	Versicolor
6.7	Versicolor
7.0	Virginica
5.1	Setosa
5.2	Versicolor
7.9	Setosa
7.4	Versicolor
7.6	Virginica
5.0	Versicolor
6.6	Setosa
3.1	Setosa
3.9	Setosa
3.4	Setosa
6.5	Setosa
5.3	Virginica
5.2	Virginica
6.5	Virginica
5.7	Setosa
5.5	Setosa
4.2	Virginica
2.4	Versicolor
5.8	Setosa
5.4	Setosa
7.8	Setosa
6.2	Virginica
7.9	Setosa
3.0	Versicolor
7.5	Virginica
3.3	Virginica
3.3	Setosa
7.0	Virginica
5.3	Versicolor
4.6	Setosa
4.4	Setosa
4.8	Versicolor
5.3	Virginica
5.5	Virginica
6.3	Versicolor
5.0	Versicolor
