sepal.length	sepal.width	petal.length	variety
9.0	3.9	6.5	Versicolor
8.1	4.8	5.1	Setosa
7.7	5.1	4.0	Versicolor
8.9	6.2	5.5	Setosa
8.3	2.5	8.4	Versicolor
6.4	6.9	4.0	Setosa
8.5	4.0	6.3	Virginica
7.2	5.3	8.7	Virginica
9.6	5.8	2.5	Setosa
8.5	5.5	8.3	Virginica
8.8	7.3	7.6	Virginica
7.2	6.0	7.2	Versicolor
10.2	4.1	8.9	Versicolor
11.2	4.5	6.5	Versicolor
9.4	4.9	4.7	Setosa
10.0	5.7	9.6	Virginica
9.4	6.0	4.7	Versicolor
7.1	6.5	8.5	Versicolor
8.3	6.3	5.6	Virginica
9.6	6.5	9.4	Virginica
7.6	5.3	5.0	Versicolor
4.6	4.7	3.9	Setosa
8.7	6.1	8.2	Versicolor
9.7	3.1	6.9	Virginica
5.8	6.5	1.4	Setosa
6.9	6.9	3.3	Setosa
9.9	3.1	5.6	Virginica
9.3	6.7	9.6	Virginica
5.8	4.7	5.9	Versicolor
10.0	3.9	8.2	Versicolor
11.6	7.5	6.6	Virginica
6.4	6.8	8.6	Virginica
8.8	5.7	8.6	Virginica
10.3	7.7	9.4	Virginica
8.9	7.2	6.0	Versicolor
6.8	3.0	6.5	Virginica
10.2	5.8	7.6	Versicolor
8.6	5.8	6.7	Versicolor
7.7	7.0	8.2	Virginica
8.7	6.4	8.2	Versicolor
10.0	6.5	5.8	Setosa
6.4	6.6	6.0	Setosa
9.4	6.2	6.7	Virginica
7.5	4.7	6.0	Virginica
5.3	7.5	3.6	Setosa
10.9	5.4	4.8	Versicolor
6.3	7.2	5.1	Versicolor
4.9	4.4	5.8	Versicolor
9.8	5.8	9.0	Virginica
6.7	5.0	5.0	Virginica
4.6	5.1	4.5	Setosa
6.7	5.9	4.5	Setosa
8.4	5.2	7.3	Virginica
7.6	4.1	7.1	Virginica
7.5	5.0	2.6	Setosa
6.3	7.4	4.6	Setosa
6.8	2.8	8.8	Versicolor
6.5	4.2	4.7	Setosa
10.1	2.7	4.7	Versicolor
9.1	3.6	3.5	Setosa
8.1	4.5	2.9	Setosa
5.6	4.8	3.4	Setosa
9.3	5.7	6.4	Virginica
6.2	7.8	5.7	Setosa
7.9	6.9	3.7	Setosa
8.7	7.7	1.3	Setosa
7.8	4.6	5.5	Versicolor
8.3	5.9	6.1	Virginica
7.1	5.4	7.7	Versicolor
7.5	3.5	5.3	Setosa
7.6	3.5	9.4	Virginica
5.6	7.3	7.4	Virginica
8.5	7.4	3.0	Setosa
10.7	4.3	7.7	Virginica
11.2	7.0	7.1	Virginica
8.0	5.6	4.4	Versicolor
6.6	7.0	7.0	Versicolor
9.3	3.5	5.4	Setosa
8.3	5.3	4.9	Versicolor
7.5	7.3	5.1	Versicolor
9.2	7.7	5.6	Setosa
5.0	4.0	5.1	Setosa
8.7	4.7	5.0	Versicolor
9.7	5.9	2.9	Setosa
9.4	7.1	2.4	Setosa
6.9	6.5	5.5	Versicolor
10.4	5.2	5.3	Versicolor
9.0	7.1	3.4	Setosa
9.2	7.1	8.6	Virginica
10.6	4.5	7.1	Versicolor
8.0	6.5	8.0	Versicolor
9.5	6.4	6.8	Versicolor
10.9	4.6	6.9	Virginica
7.0	7.4	3.6	Setosa
5.4	6.0	5.8	Setosa
9.3	4.4	7.1	Virginica
4.4	6.7	5.3	Setosa
7.7	6.1	1.5	Setosa
7.7	5.0	4.0	Setosa
9.0	3.0	5.0	Versicolor
7.5	3.8	6.5	Versicolor
9.5	3.3	4.9	Setosa
6.1	4.8	4.7	Setosa
9.4	6.2	7.3	Virginica
7.0	6.3	3.8	Versicolor
