sepal.width	petal.length	variety
7.1	5.5	Setosa
5.7	5.7	Virginica
3.0	2.6	Setosa
4.9	4.5	Setosa
4.5	9.5	Virginica
7.1	5.5	Virginica
4.5	6.1	Setosa
4.8	9.1	Virginica
7.5	7.7	Versicolor
3.5	4.9	Versicolor
4.3	6.5	Versicolor
4.3	10.7	Virginica
4.0	5.0	Versicolor
7.5	5.7	Versicolor
3.0	9.0	Virginica
7.3	5.4	Setosa
7.4	4.4	Setosa
6.2	9.1	Versicolor
4.0	4.6	Versicolor
4.0	7.9	Versicolor
4.0	1.3	Setosa
3.6	7.0	Versicolor
3.9	1.5	Setosa
7.6	6.0	Setosa
5.3	4.5	Setosa
6.8	7.9	Virginica
6.2	5.1	Virginica
7.2	3.4	Setosa
5.5	5.2	Virginica
3.4	7.0	Versicolor
5.7	8.9	Virginica
3.0	9.9	Virginica
3.0	10.3	Virginica
3.0	9.1	Virginica
5.0	3.5	Versicolor
4.6	5.9	Virginica
7.1	4.7	Versicolor
5.5	5.8	Setosa
5.7	5.6	Setosa
3.3	9.7	Virginica
2.7	6.2	Versicolor
7.0	9.6	Virginica
3.5	8.4	Versicolor
7.8	6.5	Virginica
4.9	5.2	Versicolor
2.7	5.3	Virginica
3.3	6.8	Virginica
7.0	5.9	Setosa
6.8	7.7	Versicolor
5.7	6.1	Versicolor
4.8	5.6	Versicolor
6.4	5.9	Setosa
5.0	8.3	Virginica
3.3	9.6	Virginica
4.7	7.0	Versicolor
4.9	5.5	Setosa
5.7	4.3	Setosa
7.4	3.0	Setosa
4.9	7.9	Virginica
6.5	7.3	Virginica
3.9	4.7	Setosa
3.7	5.5	Virginica
2.8	7.1	Virginica
3.9	6.8	Virginica
5.4	9.1	Versicolor
3.0	8.0	Versicolor
6.0	9.4	Virginica
3.6	8.6	Virginica
5.0	3.7	Setosa
3.1	5.6	Virginica
5.9	3.8	Versicolor
3.8	8.3	Versicolor
7.4	5.7	Setosa
4.4	6.1	Virginica
6.8	10.6	Virginica
5.8	5.4	Setosa
5.8	6.9	Versicolor
3.5	5.6	Versicolor
3.3	5.6	Versicolor
5.4	5.3	Versicolor
6.4	4.7	Versicolor
4.9	5.2	Versicolor
7.0	1.4	Setosa
3.9	7.6	Virginica
4.0	10.6	Virginica
5.3	8.7	Virginica
6.0	2.4	Setosa
5.0	4.5	Virginica
6.1	6.0	Setosa
5.8	6.1	Setosa
4.6	3.9	Setosa
6.1	10.9	Virginica
4.9	6.8	Versicolor
6.2	3.9	Versicolor
7.3	8.9	Virginica
4.4	7.1	Versicolor
3.6	5.6	Setosa
3.0	9.0	Versicolor
4.7	6.3	Versicolor
2.8	9.1	Virginica
5.7	5.5	Setosa
6.0	3.9	Setosa
6.1	2.5	Setosa
6.9	4.1	Setosa
5.0	6.0	Versicolor
