sepal.length	sepal.width	petal.length	petal.width	variety
10.3	2.5	9.0	5.4	Virginica
9.9	2.9	6.8	1.3	Versicolor
6.6	6.2	5.5	0.9	Setosa
7.6	5.6	9.1	1.4	Virginica
11.0	5.0	9.5	2.3	Virginica
6.0	6.5	5.3	3.8	Setosa
6.5	2.2	7.5	2.0	Virginica
9.0	4.4	3.8	1.6	Versicolor
8.3	6.5	3.4	4.1	Setosa
10.5	5.7	6.0	1.0	Versicolor
5.6	7.5	7.0	4.5	Versicolor
9.7	5.3	8.7	4.2	Virginica
9.3	6.3	9.0	6.5	Virginica
7.0	4.1	4.4	0.7	Setosa
10.3	3.8	5.8	3.4	Versicolor
10.2	3.5	5.7	4.2	Versicolor
9.1	6.4	8.1	3.8	Versicolor
6.9	4.4	2.7	2.7	Setosa
8.3	6.5	6.4	2.5	Versicolor
7.4	6.5	6.0	4.7	Virginica
11.7	5.2	10.5	3.3	Virginica
9.9	4.7	4.0	0.2	Setosa
8.4	6.1	6.6	2.3	Virginica
9.5	5.7	5.2	2.2	Setosa
9.6	2.5	4.4	3.6	Versicolor
8.5	6.9	2.5	3.7	Setosa
9.9	4.3	8.6	6.7	Virginica
10.8	6.5	7.0	5.6	Virginica
7.6	3.6	3.5	2.2	Setosa
5.3	6.4	1.9	0.2	Setosa
9.1	5.5	7.9	2.4	Versicolor
5.7	3.9	2.4	1.2	Setosa
8.8	3.4	1.6	3.7	Setosa
9.9	3.5	8.2	3.0	Versicolor
6.7	4.0	3.5	3.2	Setosa
8.5	5.4	7.7	3.5	Versicolor
10.7	2.5	9.3	2.3	Virginica
9.3	7.1	4.6	4.7	Setosa
5.0	4.5	4.6	3.7	Setosa
7.1	3.8	5.0	3.8	Setosa
9.8	5.4	7.3	5.3	Virginica
9.5	5.9	7.5	3.6	Versicolor
7.9	8.3	6.9	6.5	Virginica
9.1	6.2	2.9	0.2	Setosa
8.2	7.4	8.9	6.8	Virginica
4.5	2.8	4.8	4.8	Setosa
7.8	6.7	7.9	4.8	Virginica
5.8	3.2	8.6	5.0	Versicolor
10.2	3.0	10.3	4.1	Virginica
9.0	5.9	5.0	2.0	Versicolor
9.4	7.4	1.8	2.4	Setosa
9.8	6.9	7.6	2.4	Virginica
5.0	2.5	6.5	1.0	Versicolor
9.2	3.5	8.5	3.0	Virginica
6.2	2.6	5.0	1.5	Versicolor
10.7	5.1	7.7	3.5	Versicolor
10.6	3.3	6.2	4.2	Versicolor
8.5	4.2	6.2	1.4	Versicolor
9.8	6.2	4.9	2.2	Versicolor
7.3	4.3	8.6	4.4	Virginica
8.6	3.0	5.1	5.8	Versicolor
6.7	5.1	1.5	0.6	Setosa
8.7	8.3	4.7	3.3	Setosa
10.7	7.5	8.7	3.3	Virginica
9.3	7.5	4.2	4.2	Setosa
9.2	3.1	10.9	3.3	Virginica
9.7	5.3	7.6	4.3	Versicolor
8.5	4.0	7.8	1.8	Virginica
5.9	3.5	1.3	3.2	Setosa
10.3	4.8	7.4	5.3	Versicolor
7.1	5.4	5.5	3.7	Setosa
8.4	3.8	7.6	5.4	Virginica
6.6	4.8	5.0	2.3	Versicolor
10.6	4.0	9.4	5.8	Virginica
5.6	4.8	3.9	2.9	Setosa
11.6	6.5	9.4	2.1	Virginica
5.1	5.5	1.4	2.8	Setosa
6.7	5.3	6.8	6.3	Virginica
7.6	5.5	4.9	3.7	Setosa
6.6	5.6	3.5	4.7	Setosa
8.0	6.7	9.1	3.0	Virginica
8.9	6.4	5.4	2.7	Setosa
8.0	4.1	8.9	2.2	Versicolor
5.7	5.4	4.2	4.8	Versicolor
5.9	7.1	3.5	0.6	Setosa
6.8	4.4	8.6	5.8	Virginica
5.5	6.4	3.6	4.4	Setosa
7.2	6.7	5.6	3.7	Setosa
10.2	6.3	6.0	5.3	Versicolor
11.7	3.3	7.7	2.0	Virginica
7.5	6.8	5.6	4.0	Versicolor
8.9	5.4	6.8	3.0	Versicolor
9.0	3.5	6.5	1.3	Versicolor
7.3	3.8	7.1	1.5	Virginica
10.7	2.2	6.5	2.5	Versicolor
9.2	7.1	6.6	4.0	Virginica
6.4	4.5	2.9	3.7	Setosa
8.4	4.4	2.2	2.9	Setosa
5.7	4.2	1.8	1.2	Setosa
11.1	7.4	6.6	3.3	Versicolor
8.4	3.1	6.4	6.0	Versicolor
6.3	8.2	3.0	0.2	Setosa
6.1	6.5	4.6	3.4	Versicolor
9.5	4.5	6.2	6.5	Virginica
9.1	5.0	8.1	6.6	Virginica
