sepal.length	sepal.width	petal.length	variety
7.7	3.2	6.0	Virginica
10.8	2.3	8.9	Versicolor
10.1	5.7	6.2	Versicolor
10.7	6.0	9.1	Virginica
7.1	3.5	6.1	Versicolor
9.5	2.7	7.0	Versicolor
7.5	4.2	4.2	Setosa
7.9	3.1	7.4	Virginica
6.5	4.5	1.6	Setosa
10.5	6.2	6.6	Virginica
7.3	5.7	6.6	Versicolor
8.7	3.7	3.3	Setosa
7.7	6.9	5.4	Setosa
9.3	5.2	2.5	Setosa
7.2	3.3	8.2	Virginica
10.3	7.5	6.0	Virginica
7.0	8.1	5.4	Setosa
8.4	6.7	5.5	Versicolor
6.3	3.5	7.5	Virginica
5.0	3.3	7.3	Versicolor
6.8	4.3	9.6	Virginica
4.4	4.2	4.3	Setosa
10.2	4.0	5.5	Versicolor
5.6	5.5	6.9	Versicolor
9.2	6.0	8.0	Virginica
6.1	7.7	5.5	Setosa
8.6	6.3	2.4	Setosa
6.5	6.5	10.3	Virginica
6.9	6.9	7.3	Versicolor
6.0	7.2	7.6	Versicolor
10.8	7.8	9.0	Virginica
7.4	4.8	6.1	Virginica
6.5	3.8	5.5	Versicolor
12.1	4.5	11.1	Virginica
8.1	3.4	4.0	Setosa
6.1	7.1	4.0	Setosa
7.6	3.8	2.7	Setosa
7.1	6.7	2.9	Setosa
8.0	7.3	6.1	Versicolor
10.7	3.5	8.2	Virginica
7.0	6.9	3.0	Setosa
7.9	4.2	3.0	Setosa
5.5	6.5	3.5	Versicolor
5.5	5.3	2.4	Setosa
6.2	7.2	5.1	Setosa
7.1	3.0	6.0	Versicolor
9.0	5.0	8.2	Virginica
9.8	6.8	9.2	Versicolor
9.6	5.0	5.5	Versicolor
10.4	3.5	5.2	Versicolor
10.2	4.0	5.2	Versicolor
7.3	3.7	8.6	Virginica
7.3	7.2	4.9	Versicolor
8.4	5.8	10.6	Virginica
8.9	4.0	5.5	Virginica
7.7	8.1	3.0	Setosa
8.4	7.1	7.5	Virginica
6.7	7.8	5.7	Virginica
9.7	5.8	8.7	Virginica
5.4	3.5	3.9	Setosa
6.6	6.5	3.9	Setosa
7.0	3.9	6.0	Versicolor
6.3	4.0	8.4	Versicolor
10.0	4.9	3.7	Versicolor
8.1	6.5	2.4	Setosa
8.7	5.2	7.9	Versicolor
9.0	7.0	8.5	Virginica
8.3	4.9	9.8	Virginica
9.3	3.1	6.0	Versicolor
6.1	7.5	6.1	Versicolor
5.9	6.4	5.8	Versicolor
8.2	5.2	6.0	Versicolor
10.2	7.1	8.1	Virginica
10.7	5.6	8.4	Virginica
10.2	6.9	6.4	Virginica
7.6	7.4	7.6	Versicolor
9.0	3.5	1.6	Setosa
7.0	6.7	6.2	Versicolor
10.1	6.0	6.9	Virginica
6.1	4.6	8.6	Virginica
8.0	5.6	8.4	Versicolor
5.9	4.5	9.0	Versicolor
8.6	7.3	5.0	Setosa
8.7	6.8	6.1	Versicolor
9.5	2.7	7.0	Virginica
8.5	7.5	4.8	Setosa
9.0	6.0	5.3	Virginica
10.1	6.9	6.6	Versicolor
10.9	5.3	6.6	Virginica
9.9	2.7	9.8	Virginica
11.2	6.1	5.2	Versicolor
7.4	3.2	8.7	Virginica
7.1	4.4	6.2	Versicolor
9.5	4.2	2.4	Setosa
6.8	3.1	5.1	Setosa
8.3	6.8	8.6	Virginica
6.8	6.5	1.4	Setosa
8.3	3.3	9.3	Versicolor
7.9	5.5	4.3	Setosa
9.0	6.0	3.8	Setosa
10.6	6.8	7.5	Versicolor
6.8	5.9	6.1	Virginica
5.7	4.3	6.2	Setosa
4.6	6.6	3.0	Setosa
8.3	5.5	1.9	Setosa
