petal.length	variety
1.5	Setosa
6.0	Versicolor
8.1	Versicolor
5.8	Virginica
4.4	Setosa
2.3	Setosa
3.2	Setosa
9.1	Virginica
3.9	Setosa
8.6	Virginica
6.3	Virginica
6.7	Versicolor
7.6	Virginica
4.5	Setosa
7.9	Virginica
6.0	Virginica
4.7	Setosa
5.3	Setosa
5.1	Versicolor
8.6	Virginica
7.6	Versicolor
8.7	Virginica
5.0	Versicolor
6.0	Virginica
7.2	Versicolor
7.0	Versicolor
3.1	Setosa
6.0	Setosa
8.5	Versicolor
8.4	Versicolor
3.5	Setosa
6.5	Versicolor
6.6	Virginica
8.7	Virginica
8.4	Versicolor
4.9	Versicolor
8.8	Virginica
7.2	Virginica
4.0	Versicolor
4.2	Setosa
7.6	Virginica
5.1	Virginica
7.6	Versicolor
5.7	Versicolor
3.9	Setosa
4.9	Setosa
8.1	Virginica
7.7	Virginica
4.4	Setosa
4.9	Setosa
5.0	Versicolor
10.6	Virginica
8.2	Versicolor
5.8	Versicolor
8.8	Virginica
2.5	Setosa
7.4	Virginica
1.3	Setosa
2.3	Setosa
7.1	Versicolor
1.2	Setosa
6.6	Virginica
2.9	Setosa
3.0	Setosa
7.0	Virginica
8.9	Virginica
4.1	Setosa
7.4	Virginica
6.6	Virginica
2.9	Setosa
8.0	Versicolor
8.4	Virginica
5.1	Setosa
9.6	Virginica
7.2	Versicolor
8.7	Virginica
6.6	Virginica
3.1	Setosa
8.5	Virginica
4.8	Versicolor
4.6	Setosa
2.4	Setosa
6.0	Versicolor
6.4	Versicolor
5.9	Setosa
4.9	Versicolor
4.5	Versicolor
4.5	Versicolor
6.3	Versicolor
6.0	Setosa
6.8	Virginica
7.6	Versicolor
5.9	Setosa
8.9	Versicolor
2.2	Setosa
1.3	Setosa
4.7	Setosa
5.1	Virginica
5.4	Virginica
7.3	Virginica
9.4	Virginica
5.9	Setosa
6.5	Versicolor
9.6	Virginica
5.8	Virginica
