sepal.width	petal.length	petal.width	variety
6.5	9.4	1.5	Versicolor
5.7	6.8	6.3	Virginica
4.1	3.5	1.2	Setosa
6.0	8.4	5.8	Virginica
5.3	3.8	2.8	Setosa
3.2	5.1	1.5	Versicolor
6.0	3.1	3.7	Setosa
6.4	2.4	0.2	Setosa
3.0	1.4	3.8	Setosa
3.3	6.5	5.5	Virginica
6.8	7.9	3.3	Versicolor
4.1	9.6	6.8	Virginica
5.2	9.8	5.9	Virginica
6.3	5.1	3.8	Versicolor
4.1	10.6	4.0	Virginica
5.6	7.6	2.9	Virginica
6.2	8.7	2.4	Versicolor
7.7	3.5	0.9	Setosa
6.3	8.2	6.0	Virginica
3.0	8.0	6.6	Virginica
5.4	8.2	3.0	Versicolor
6.7	5.4	2.3	Virginica
6.7	7.5	1.5	Versicolor
4.0	2.4	1.3	Setosa
7.2	7.1	3.1	Versicolor
5.1	5.5	5.0	Versicolor
5.4	7.8	4.8	Versicolor
7.0	10.1	3.8	Virginica
4.8	5.0	1.3	Versicolor
7.9	6.4	6.8	Virginica
5.2	5.1	2.9	Virginica
4.0	8.8	1.8	Virginica
5.3	5.3	3.0	Versicolor
6.9	4.0	4.7	Setosa
5.5	8.5	1.7	Versicolor
5.2	6.9	5.7	Versicolor
2.8	7.3	3.3	Virginica
7.4	4.8	3.4	Setosa
7.4	6.0	2.2	Setosa
6.1	8.4	6.1	Virginica
3.6	5.6	4.2	Setosa
4.7	7.3	5.8	Versicolor
3.8	7.1	4.9	Virginica
5.6	7.2	2.5	Versicolor
6.8	3.0	0.3	Setosa
5.2	9.5	1.5	Virginica
5.1	1.5	0.6	Setosa
3.2	3.2	3.2	Setosa
8.3	4.2	4.3	Setosa
3.7	6.0	4.0	Versicolor
5.4	6.6	5.8	Versicolor
7.5	4.3	2.2	Setosa
7.0	6.0	2.9	Virginica
7.9	7.6	2.9	Virginica
3.8	8.6	3.9	Virginica
2.9	4.8	4.3	Versicolor
7.9	4.4	1.2	Setosa
8.2	5.9	4.7	Setosa
6.7	3.0	2.7	Setosa
3.8	8.1	3.6	Virginica
6.5	7.7	2.7	Versicolor
7.1	8.9	2.9	Versicolor
3.9	2.2	4.4	Setosa
3.2	4.3	1.2	Setosa
8.3	5.4	2.9	Setosa
7.1	1.5	1.2	Setosa
3.5	4.9	2.7	Setosa
6.1	9.9	6.3	Virginica
4.8	6.4	3.0	Virginica
6.7	8.6	1.9	Virginica
4.5	4.6	5.3	Versicolor
3.0	10.1	5.1	Virginica
4.0	2.0	1.2	Setosa
5.3	1.9	4.7	Setosa
5.4	7.5	3.1	Versicolor
7.7	9.1	5.5	Virginica
4.9	6.6	3.8	Versicolor
5.0	7.7	3.0	Versicolor
4.9	7.7	5.4	Versicolor
5.0	5.5	3.5	Versicolor
6.3	5.0	1.8	Versicolor
7.0	3.9	4.6	Versicolor
7.5	2.4	4.6	Setosa
7.3	7.2	4.7	Virginica
4.1	4.4	4.7	Setosa
5.4	6.6	4.8	Virginica
3.8	7.9	2.0	Virginica
6.2	4.1	3.7	Setosa
3.5	3.9	4.2	Setosa
3.0	2.3	3.2	Setosa
4.0	10.3	3.7	Virginica
7.0	8.2	4.0	Virginica
5.9	9.0	4.5	Versicolor
6.8	8.3	5.4	Versicolor
7.7	5.7	4.8	Virginica
5.7	6.0	1.8	Virginica
5.5	5.5	4.5	Versicolor
5.3	6.2	5.2	Versicolor
7.3	5.7	4.6	Virginica
6.3	6.1	2.2	Virginica
6.3	7.6	2.5	Virginica
4.0	6.0	4.2	Virginica
6.5	8.9	5.6	Virginica
4.0	6.0	4.0	Virginica
7.1	9.5	6.3	Virginica
