sepal.length	variety
7.6	Setosa
11.7	Virginica
9.2	Virginica
7.1	Setosa
7.3	Virginica
6.3	Versicolor
8.8	Setosa
10.1	Versicolor
7.9	Versicolor
6.8	Virginica
10.1	Versicolor
6.9	Setosa
9.7	Versicolor
6.1	Setosa
10.2	Virginica
5.2	Setosa
7.0	Setosa
7.2	Setosa
4.9	Setosa
6.7	Versicolor
6.8	Setosa
10.4	Versicolor
9.1	Setosa
10.7	Virginica
6.9	Setosa
6.5	Setosa
10.2	Virginica
6.3	Versicolor
8.3	Virginica
8.1	Setosa
7.7	Virginica
8.8	Setosa
6.9	Versicolor
7.4	Setosa
10.3	Virginica
9.4	Virginica
7.4	Versicolor
8.1	Virginica
8.0	Versicolor
10.5	Virginica
11.4	Virginica
6.7	Virginica
7.4	Setosa
6.5	Versicolor
8.4	Setosa
6.8	Setosa
8.7	Versicolor
8.1	Setosa
8.1	Versicolor
6.5	Versicolor
10.0	Virginica
10.9	Virginica
7.6	Versicolor
9.5	Versicolor
8.8	Setosa
10.0	Versicolor
5.6	Setosa
6.3	Versicolor
11.2	Virginica
8.5	Versicolor
10.0	Virginica
8.1	Setosa
4.7	Setosa
7.5	Virginica
12.2	Virginica
7.4	Versicolor
9.0	Versicolor
6.8	Virginica
6.3	Virginica
11.3	Versicolor
8.8	Setosa
7.0	Versicolor
6.0	Setosa
6.1	Versicolor
7.3	Virginica
8.9	Setosa
9.0	Setosa
4.4	Setosa
8.6	Virginica
7.0	Virginica
4.5	Setosa
6.5	Versicolor
7.9	Virginica
7.7	Versicolor
9.5	Versicolor
9.0	Setosa
8.7	Virginica
6.9	Versicolor
7.8	Setosa
9.7	Virginica
6.6	Setosa
9.2	Versicolor
10.1	Virginica
10.9	Virginica
6.2	Versicolor
7.5	Setosa
7.1	Versicolor
5.0	Setosa
9.8	Virginica
7.6	Versicolor
5.1	Versicolor
10.1	Virginica
8.5	Setosa
5.0	Setosa
4.4	Setosa
