sepal.width	variety
5.6	Virginica
5.5	Versicolor
2.7	Virginica
4.8	Virginica
4.2	Versicolor
7.1	Versicolor
4.0	Setosa
6.0	Versicolor
3.8	Versicolor
3.4	Versicolor
3.0	Setosa
6.5	Setosa
6.4	Versicolor
6.0	Virginica
7.1	Virginica
3.3	Setosa
6.0	Virginica
5.2	Versicolor
6.5	Virginica
7.6	Setosa
4.5	Virginica
6.0	Virginica
3.8	Virginica
2.2	Versicolor
5.9	Versicolor
3.7	Virginica
6.6	Virginica
7.4	Setosa
6.2	Virginica
6.0	Versicolor
5.5	Virginica
5.3	Versicolor
6.9	Setosa
6.6	Versicolor
6.5	Versicolor
7.4	Virginica
4.2	Virginica
3.5	Setosa
4.7	Virginica
6.5	Setosa
6.5	Virginica
6.4	Versicolor
5.8	Virginica
6.3	Virginica
6.0	Virginica
7.3	Virginica
5.8	Virginica
4.1	Virginica
2.8	Virginica
6.3	Versicolor
7.2	Versicolor
5.5	Setosa
6.9	Setosa
7.3	Versicolor
3.0	Virginica
3.0	Setosa
4.2	Virginica
3.1	Setosa
7.6	Versicolor
3.2	Virginica
6.9	Setosa
5.0	Versicolor
6.5	Virginica
2.9	Versicolor
7.3	Setosa
5.1	Setosa
5.3	Virginica
4.6	Setosa
4.7	Setosa
6.5	Setosa
4.9	Setosa
6.7	Setosa
3.9	Setosa
4.9	Virginica
6.3	Setosa
4.2	Setosa
6.4	Setosa
5.0	Virginica
2.8	Virginica
5.1	Virginica
2.9	Versicolor
8.3	Setosa
7.0	Versicolor
6.7	Versicolor
3.6	Virginica
7.7	Setosa
3.3	Versicolor
3.5	Versicolor
2.9	Versicolor
8.3	Setosa
2.9	Versicolor
6.7	Setosa
4.0	Setosa
7.6	Setosa
6.1	Setosa
4.0	Setosa
6.2	Setosa
6.8	Virginica
3.6	Virginica
5.0	Versicolor
3.4	Virginica
6.5	Versicolor
3.9	Versicolor
7.4	Setosa
3.2	Virginica
