sepal.width	variety
7.6	Virginica
2.8	Setosa
3.2	Versicolor
2.7	Virginica
5.4	Setosa
7.1	Versicolor
5.6	Setosa
6.2	Setosa
5.3	Versicolor
3.0	Virginica
6.9	Setosa
6.4	Virginica
5.0	Versicolor
6.6	Setosa
5.8	Virginica
5.3	Versicolor
7.8	Virginica
4.0	Versicolor
8.2	Setosa
3.1	Virginica
6.5	Setosa
6.8	Virginica
6.9	Versicolor
4.9	Setosa
3.2	Versicolor
6.7	Versicolor
2.8	Virginica
4.4	Setosa
3.5	Versicolor
6.6	Setosa
4.0	Setosa
6.8	Setosa
5.8	Virginica
6.4	Virginica
7.1	Versicolor
7.0	Setosa
3.0	Versicolor
4.6	Setosa
4.0	Versicolor
6.3	Virginica
4.0	Virginica
5.2	Versicolor
6.0	Virginica
6.2	Versicolor
4.0	Versicolor
4.9	Setosa
7.4	Virginica
7.4	Setosa
3.6	Versicolor
6.5	Setosa
4.5	Setosa
4.6	Versicolor
3.3	Versicolor
3.5	Setosa
3.4	Versicolor
3.6	Setosa
3.2	Setosa
2.5	Virginica
4.2	Versicolor
2.5	Versicolor
6.7	Versicolor
7.6	Versicolor
5.8	Versicolor
6.0	Virginica
5.8	Virginica
3.6	Setosa
7.5	Virginica
3.5	Setosa
5.4	Versicolor
4.9	Versicolor
6.1	Virginica
3.8	Setosa
5.6	Virginica
4.0	Setosa
5.8	Setosa
5.3	Versicolor
6.6	Versicolor
7.0	Setosa
6.5	Virginica
4.7	Setosa
4.7	Setosa
5.0	Virginica
5.5	Versicolor
3.2	Virginica
4.2	Virginica
7.8	Virginica
6.8	Setosa
2.8	Virginica
5.9	Setosa
3.2	Setosa
3.0	Virginica
6.1	Virginica
6.3	Versicolor
5.1	Setosa
4.7	Versicolor
4.9	Versicolor
5.0	Virginica
6.5	Setosa
5.5	Virginica
3.4	Virginica
6.5	Virginica
7.0	Versicolor
5.9	Versicolor
5.3	Versicolor
6.9	Versicolor
