sepal.length	variety
7.2	Setosa
8.0	Versicolor
7.3	Versicolor
8.0	Setosa
5.9	Versicolor
9.4	Virginica
7.2	Versicolor
10.9	Virginica
7.0	Setosa
5.8	Setosa
7.5	Setosa
9.1	Versicolor
7.5	Setosa
9.7	Virginica
7.6	Setosa
5.3	Setosa
7.9	Virginica
7.4	Setosa
9.5	Setosa
8.9	Versicolor
6.7	Versicolor
6.7	Versicolor
6.9	Setosa
8.9	Virginica
7.9	Virginica
10.5	Virginica
6.9	Setosa
10.3	Virginica
5.5	Versicolor
8.9	Setosa
8.9	Virginica
7.7	Virginica
8.7	Virginica
7.4	Virginica
9.1	Virginica
8.0	Setosa
5.8	Virginica
9.6	Versicolor
8.5	Virginica
5.6	Versicolor
9.1	Versicolor
6.8	Setosa
10.9	Virginica
6.5	Setosa
9.9	Setosa
11.2	Virginica
10.8	Versicolor
5.6	Setosa
7.7	Setosa
8.7	Virginica
8.2	Setosa
5.6	Setosa
5.8	Virginica
10.7	Virginica
10.8	Virginica
9.7	Setosa
8.9	Virginica
7.6	Setosa
7.2	Virginica
8.9	Versicolor
8.1	Versicolor
4.9	Versicolor
6.5	Versicolor
5.4	Setosa
9.3	Versicolor
7.3	Setosa
10.7	Virginica
7.1	Versicolor
9.1	Versicolor
9.7	Versicolor
6.0	Virginica
7.7	Versicolor
9.9	Versicolor
9.1	Versicolor
5.7	Versicolor
6.6	Setosa
6.9	Versicolor
4.6	Setosa
9.2	Versicolor
11.6	Virginica
7.2	Setosa
10.4	Virginica
11.7	Virginica
6.0	Setosa
8.5	Versicolor
5.4	Setosa
6.3	Versicolor
9.0	Setosa
7.8	Virginica
9.2	Virginica
7.8	Versicolor
8.2	Versicolor
9.2	Virginica
7.3	Setosa
5.1	Setosa
7.6	Versicolor
5.6	Setosa
6.6	Versicolor
10.3	Virginica
5.3	Setosa
10.2	Virginica
10.8	Virginica
8.4	Setosa
9.8	Virginica
8.1	Virginica
