sepal.length	sepal.width	petal.length	variety
8.6	2.9	6.1	Versicolor
6.5	5.5	6.8	Virginica
7.1	3.5	4.5	Versicolor
12.2	5.1	10.4	Virginica
12.2	3.5	9.6	Virginica
8.8	2.9	7.3	Virginica
8.8	2.8	6.9	Versicolor
6.2	3.7	7.0	Versicolor
7.0	5.2	5.0	Versicolor
6.8	3.0	3.4	Setosa
6.6	6.5	3.4	Setosa
7.9	4.4	2.0	Setosa
10.8	6.0	9.0	Virginica
7.1	4.3	1.5	Setosa
9.1	2.6	7.1	Virginica
5.7	7.9	4.4	Setosa
8.4	7.3	7.6	Virginica
7.0	2.8	8.0	Versicolor
9.4	4.0	5.9	Setosa
9.8	5.2	8.4	Virginica
6.7	7.0	7.7	Versicolor
8.3	7.7	5.0	Setosa
8.0	3.0	5.5	Versicolor
8.6	4.3	4.1	Setosa
6.0	6.1	6.9	Versicolor
8.7	6.6	3.5	Versicolor
10.2	7.6	8.1	Virginica
8.8	7.6	2.1	Setosa
9.2	8.3	6.2	Setosa
9.9	6.2	5.3	Virginica
10.9	6.2	7.5	Versicolor
9.7	5.2	6.9	Versicolor
10.7	5.8	4.8	Virginica
4.9	6.5	2.3	Setosa
7.7	4.5	3.0	Setosa
8.9	6.9	2.8	Setosa
7.6	6.4	8.2	Versicolor
8.3	6.9	7.6	Virginica
8.7	3.3	6.2	Virginica
5.0	2.3	1.8	Setosa
8.5	6.0	8.0	Virginica
6.2	7.3	5.6	Versicolor
6.9	7.1	6.4	Virginica
6.9	4.4	5.7	Setosa
7.1	3.5	9.9	Virginica
9.1	7.2	6.2	Versicolor
6.1	7.5	7.1	Versicolor
8.7	5.9	4.8	Versicolor
7.9	3.2	6.8	Virginica
6.0	5.4	6.1	Setosa
9.1	6.2	1.9	Setosa
5.9	3.5	5.6	Virginica
5.8	4.5	5.2	Setosa
7.2	5.7	4.1	Setosa
9.7	3.7	6.5	Virginica
11.2	5.5	8.5	Versicolor
8.3	5.4	1.6	Setosa
8.2	7.6	4.5	Setosa
4.9	5.9	1.9	Setosa
10.4	6.3	7.1	Virginica
6.4	7.0	4.5	Versicolor
8.8	4.0	5.9	Setosa
7.1	5.8	7.4	Virginica
8.5	7.2	5.2	Versicolor
7.6	6.0	4.4	Setosa
10.9	4.3	9.1	Virginica
10.7	6.3	7.7	Virginica
9.5	5.0	7.2	Virginica
11.4	3.2	9.7	Virginica
10.1	3.3	5.0	Versicolor
7.6	3.0	7.1	Versicolor
5.0	6.5	5.1	Setosa
7.5	3.5	5.3	Setosa
6.0	5.2	9.5	Virginica
10.4	6.1	6.1	Virginica
9.0	7.1	5.4	Setosa
7.1	4.4	4.0	Setosa
9.9	6.0	5.2	Versicolor
8.2	3.6	9.6	Virginica
10.4	3.6	10.0	Virginica
7.0	7.7	7.6	Virginica
9.0	6.3	4.3	Versicolor
8.5	4.5	5.6	Setosa
6.1	7.6	3.5	Setosa
8.6	7.8	2.9	Setosa
7.2	7.4	5.9	Virginica
7.6	4.0	4.4	Versicolor
6.7	5.0	9.2	Virginica
9.5	7.9	4.5	Versicolor
8.2	4.6	5.4	Versicolor
7.2	6.5	9.3	Virginica
9.8	5.2	7.4	Versicolor
8.8	4.3	5.3	Versicolor
8.0	4.5	3.8	Setosa
4.4	6.7	4.8	Setosa
7.8	6.4	9.1	Virginica
7.3	3.7	6.6	Virginica
6.8	5.0	9.4	Versicolor
10.2	7.3	7.7	Virginica
8.6	3.5	6.4	Versicolor
7.6	4.8	9.2	Versicolor
9.7	4.9	7.2	Versicolor
9.3	6.8	7.6	Virginica
6.3	4.9	5.9	Setosa
5.1	3.4	1.4	Setosa
