sepal.width	petal.length	variety
4.1	5.4	Versicolor
4.9	8.6	Virginica
7.6	6.4	Versicolor
5.2	6.4	Virginica
4.7	5.0	Setosa
5.5	3.3	Setosa
6.8	5.4	Setosa
7.5	8.4	Versicolor
2.2	4.5	Versicolor
4.8	9.1	Versicolor
4.5	7.0	Versicolor
3.0	5.0	Versicolor
3.7	7.0	Virginica
5.4	9.8	Virginica
4.0	7.2	Versicolor
3.0	8.5	Virginica
3.5	7.1	Versicolor
3.0	8.6	Virginica
2.7	7.7	Versicolor
7.9	1.7	Setosa
4.3	8.6	Virginica
6.4	3.8	Versicolor
3.5	4.1	Setosa
2.9	6.6	Versicolor
5.5	7.0	Virginica
6.3	5.1	Virginica
3.5	4.5	Versicolor
6.3	7.2	Virginica
3.0	10.6	Virginica
5.0	7.5	Versicolor
3.6	5.4	Virginica
6.7	9.6	Virginica
5.9	5.8	Versicolor
6.6	2.0	Setosa
4.2	8.1	Versicolor
7.5	1.9	Setosa
2.6	3.5	Versicolor
6.8	8.8	Virginica
6.0	1.4	Setosa
4.6	7.4	Virginica
7.2	5.0	Versicolor
3.4	6.1	Virginica
6.4	8.2	Versicolor
7.2	8.1	Versicolor
4.4	6.8	Versicolor
3.3	3.9	Setosa
6.3	7.9	Virginica
7.6	5.0	Setosa
6.6	5.5	Virginica
7.2	8.8	Virginica
5.7	6.8	Virginica
2.8	4.8	Setosa
7.2	8.7	Versicolor
3.3	10.2	Virginica
5.0	9.4	Virginica
7.7	2.9	Setosa
3.5	4.6	Setosa
4.5	7.2	Versicolor
6.7	7.9	Versicolor
6.0	8.6	Virginica
4.7	1.8	Setosa
4.7	4.8	Versicolor
4.9	1.5	Setosa
6.2	3.3	Setosa
7.8	7.7	Versicolor
7.6	1.4	Setosa
7.7	3.1	Setosa
4.5	2.2	Setosa
2.2	8.0	Virginica
5.9	5.6	Versicolor
3.5	8.7	Virginica
4.8	8.5	Versicolor
3.0	7.5	Virginica
5.3	4.7	Setosa
5.3	8.1	Virginica
4.4	5.4	Setosa
3.3	4.3	Versicolor
6.2	2.7	Setosa
5.8	5.2	Setosa
7.5	4.9	Setosa
4.0	4.4	Setosa
6.5	7.8	Virginica
3.0	4.4	Versicolor
6.1	2.5	Setosa
4.9	9.0	Versicolor
3.6	7.0	Versicolor
6.0	7.7	Virginica
4.9	5.5	Setosa
3.3	4.5	Versicolor
4.5	7.5	Versicolor
4.5	9.8	Virginica
4.8	5.1	Virginica
3.4	4.9	Setosa
6.4	5.8	Setosa
6.5	5.1	Setosa
7.5	2.3	Setosa
7.5	9.4	Virginica
8.2	2.5	Setosa
8.3	3.0	Setosa
3.0	8.0	Virginica
6.1	4.0	Setosa
2.9	7.8	Versicolor
5.6	8.6	Virginica
4.5	7.6	Versicolor
5.5	8.5	Virginica
