petal.length	petal.width	variety
9.3	1.6	Virginica
4.9	4.9	Versicolor
7.8	5.8	Virginica
4.5	3.8	Versicolor
7.4	3.2	Versicolor
7.6	6.4	Virginica
5.2	4.4	Setosa
7.4	6.3	Virginica
1.8	0.7	Setosa
7.2	3.7	Versicolor
11.4	6.8	Virginica
9.4	2.5	Virginica
9.8	2.8	Virginica
4.4	1.7	Setosa
3.1	1.2	Setosa
6.0	3.4	Setosa
9.0	3.3	Virginica
5.7	6.3	Virginica
3.1	3.7	Setosa
3.6	4.7	Setosa
5.5	2.0	Versicolor
9.6	4.9	Virginica
9.9	6.1	Virginica
2.4	3.4	Setosa
5.3	1.3	Versicolor
5.3	2.3	Versicolor
6.1	5.1	Setosa
4.9	3.1	Setosa
7.6	2.8	Virginica
8.4	1.8	Virginica
7.1	5.5	Virginica
7.5	1.8	Virginica
3.0	3.1	Setosa
7.7	6.8	Virginica
5.5	2.2	Setosa
8.6	4.4	Virginica
6.5	3.4	Virginica
6.3	3.9	Versicolor
5.4	2.7	Setosa
3.6	4.7	Setosa
7.6	3.1	Virginica
5.2	1.5	Versicolor
8.2	1.8	Versicolor
10.2	5.0	Virginica
7.9	3.5	Versicolor
9.5	6.0	Virginica
4.3	2.2	Setosa
8.1	2.4	Virginica
5.5	2.6	Setosa
9.1	4.9	Versicolor
1.5	3.9	Setosa
5.8	5.4	Virginica
6.0	3.3	Versicolor
3.6	3.6	Setosa
7.0	6.2	Virginica
3.4	3.2	Setosa
5.6	3.5	Versicolor
5.0	3.4	Setosa
4.9	3.6	Versicolor
5.2	0.7	Setosa
6.3	2.1	Versicolor
4.4	0.2	Setosa
5.3	1.7	Setosa
7.5	6.0	Virginica
6.1	6.0	Virginica
5.0	1.7	Setosa
3.7	3.8	Setosa
9.1	3.8	Virginica
2.4	4.8	Setosa
7.6	3.6	Versicolor
2.0	1.8	Setosa
6.3	1.0	Versicolor
9.1	2.4	Virginica
4.9	1.7	Setosa
5.0	5.1	Versicolor
6.4	4.9	Versicolor
2.0	1.7	Setosa
1.4	3.3	Setosa
7.9	3.3	Virginica
8.3	3.7	Virginica
5.4	1.7	Setosa
2.0	1.2	Setosa
2.8	0.3	Setosa
9.4	2.5	Virginica
2.9	2.2	Setosa
2.2	4.7	Setosa
7.5	6.0	Versicolor
2.6	1.9	Setosa
7.4	1.9	Versicolor
9.0	3.0	Versicolor
7.6	2.8	Versicolor
4.4	3.2	Versicolor
4.1	5.8	Versicolor
6.7	5.0	Versicolor
4.4	3.8	Setosa
6.6	5.8	Versicolor
1.6	2.2	Setosa
6.2	2.3	Versicolor
5.1	2.9	Virginica
6.3	3.8	Virginica
6.6	1.8	Versicolor
8.2	6.1	Virginica
5.4	4.1	Setosa
10.7	5.7	Virginica
3.5	1.6	Versicolor
