sepal.width	petal.length	variety
6.9	8.5	Versicolor
8.6	4.0	Setosa
4.7	6.4	Virginica
4.7	5.3	Setosa
3.5	5.1	Versicolor
7.0	5.9	Versicolor
4.2	4.1	Versicolor
6.5	7.5	Virginica
2.5	6.5	Virginica
7.2	3.0	Setosa
6.5	4.5	Versicolor
2.8	5.4	Versicolor
8.1	8.1	Virginica
6.8	7.0	Versicolor
6.6	5.5	Setosa
4.3	8.5	Versicolor
3.1	7.0	Versicolor
6.4	7.8	Versicolor
6.3	8.0	Versicolor
6.2	6.1	Setosa
7.2	9.1	Versicolor
4.0	8.1	Virginica
5.6	8.6	Virginica
5.2	8.0	Virginica
5.6	6.4	Versicolor
2.9	6.6	Versicolor
4.5	7.3	Virginica
7.6	7.6	Virginica
5.8	10.1	Virginica
5.0	4.6	Setosa
6.5	7.6	Versicolor
3.6	1.0	Setosa
3.8	8.1	Virginica
4.8	2.6	Setosa
5.6	4.4	Setosa
2.9	8.1	Versicolor
7.3	7.2	Virginica
3.0	4.8	Virginica
6.4	1.9	Setosa
6.1	4.4	Versicolor
7.5	5.9	Setosa
4.0	5.3	Setosa
3.4	4.4	Setosa
4.3	10.5	Virginica
7.5	9.6	Virginica
7.6	8.4	Virginica
3.8	5.9	Setosa
6.2	5.2	Setosa
3.4	6.0	Setosa
7.8	2.0	Setosa
5.2	8.2	Virginica
7.4	6.5	Versicolor
5.6	2.9	Setosa
3.2	8.2	Versicolor
5.8	4.7	Versicolor
6.3	4.1	Versicolor
3.9	8.1	Virginica
7.4	6.3	Virginica
3.4	1.7	Setosa
7.0	9.0	Virginica
6.9	5.8	Versicolor
4.0	10.6	Virginica
3.3	7.6	Virginica
6.2	5.8	Setosa
7.2	6.9	Versicolor
7.3	5.4	Virginica
7.3	5.4	Setosa
2.2	6.0	Versicolor
3.3	4.8	Versicolor
3.9	6.0	Setosa
6.5	4.6	Setosa
5.7	6.8	Versicolor
8.0	3.8	Setosa
4.0	7.5	Versicolor
4.4	5.1	Setosa
8.0	5.0	Setosa
4.5	4.4	Setosa
3.7	7.1	Virginica
7.3	4.6	Versicolor
4.1	8.4	Virginica
2.7	4.2	Versicolor
4.5	1.3	Setosa
3.8	6.7	Versicolor
3.0	7.4	Virginica
6.3	9.6	Virginica
4.0	3.7	Setosa
3.5	7.0	Virginica
5.0	5.9	Setosa
4.5	4.5	Versicolor
3.5	5.4	Setosa
2.5	9.4	Versicolor
6.3	5.7	Virginica
7.0	6.2	Versicolor
3.5	7.4	Virginica
6.4	7.3	Versicolor
4.5	7.0	Versicolor
5.6	3.5	Setosa
5.2	7.3	Virginica
3.1	7.7	Versicolor
5.2	1.4	Setosa
4.4	5.2	Setosa
3.4	2.9	Setosa
4.5	7.0	Versicolor
5.6	3.1	Setosa
3.7	6.8	Virginica
