sepal.width	petal.length	petal.width	variety
5.7	7.2	2.4	Versicolor
3.2	5.4	5.3	Virginica
4.3	4.8	6.3	Virginica
6.7	6.1	0.2	Setosa
4.2	5.2	1.7	Setosa
5.0	1.8	0.8	Setosa
7.5	8.1	3.3	Virginica
6.6	7.5	3.3	Virginica
5.9	4.4	0.7	Setosa
4.8	5.7	4.0	Virginica
3.7	8.5	4.0	Virginica
6.1	4.5	1.7	Versicolor
7.2	9.0	4.3	Virginica
6.1	8.4	3.3	Virginica
7.0	6.4	5.1	Versicolor
3.1	4.5	4.1	Setosa
5.3	7.9	2.5	Virginica
6.4	3.9	3.7	Setosa
3.4	5.6	4.8	Versicolor
5.9	5.5	3.2	Setosa
5.2	4.5	0.2	Setosa
8.6	5.0	1.1	Setosa
5.1	8.0	4.5	Versicolor
4.9	4.5	3.4	Setosa
6.7	7.2	4.3	Versicolor
3.6	4.9	3.6	Setosa
6.9	9.1	5.8	Versicolor
5.4	3.6	3.2	Setosa
6.6	7.1	3.5	Virginica
5.1	4.9	1.2	Versicolor
5.0	5.0	4.2	Setosa
7.1	2.4	2.7	Setosa
6.2	7.3	2.3	Versicolor
6.2	1.5	2.2	Setosa
5.7	6.1	3.9	Virginica
5.5	5.1	3.1	Setosa
7.3	4.8	5.9	Versicolor
6.0	10.3	4.8	Virginica
6.3	8.2	6.1	Virginica
5.5	3.4	1.2	Setosa
7.5	5.6	1.3	Versicolor
6.0	8.5	6.4	Virginica
3.5	4.7	3.7	Versicolor
6.5	8.7	4.8	Virginica
6.2	4.9	3.2	Versicolor
5.0	6.4	5.4	Versicolor
5.9	7.4	3.8	Virginica
5.7	1.3	0.7	Setosa
4.4	4.7	2.4	Setosa
4.5	4.9	2.7	Setosa
4.3	5.1	4.0	Versicolor
6.5	4.4	4.6	Setosa
5.4	6.3	2.8	Virginica
2.9	9.1	4.3	Virginica
5.4	6.8	3.3	Versicolor
7.5	5.6	4.4	Versicolor
5.5	2.4	0.3	Setosa
5.8	3.8	1.3	Setosa
5.3	7.1	2.3	Versicolor
6.0	8.5	1.8	Versicolor
4.9	1.3	0.4	Setosa
3.9	5.9	2.2	Setosa
5.6	5.4	2.1	Virginica
3.4	8.8	2.3	Versicolor
4.5	8.9	3.1	Virginica
4.4	6.2	3.0	Versicolor
6.5	5.6	1.7	Setosa
4.6	3.5	0.7	Setosa
5.0	2.9	3.3	Setosa
2.7	7.0	1.0	Versicolor
7.2	8.2	2.8	Virginica
6.4	6.5	4.5	Versicolor
6.5	7.5	4.6	Versicolor
6.4	2.5	3.7	Setosa
4.5	6.0	2.5	Versicolor
2.8	4.8	3.0	Versicolor
4.5	5.2	2.2	Setosa
5.1	6.7	3.0	Versicolor
6.9	3.8	3.5	Versicolor
3.5	1.1	4.1	Setosa
6.8	9.1	5.9	Virginica
4.3	7.5	3.8	Versicolor
4.5	10.3	6.2	Virginica
6.0	4.5	5.5	Versicolor
5.8	2.9	1.4	Setosa
2.3	8.9	5.3	Versicolor
7.8	4.7	4.8	Setosa
8.2	2.5	4.9	Setosa
7.9	7.5	4.6	Versicolor
4.4	1.5	2.4	Setosa
4.8	7.4	2.0	Virginica
6.7	8.1	2.4	Virginica
7.0	6.5	4.1	Virginica
8.3	3.6	0.7	Setosa
4.4	5.2	4.2	Setosa
5.0	10.3	4.6	Virginica
6.5	7.0	2.0	Versicolor
3.1	9.4	5.5	Versicolor
7.0	7.0	2.8	Virginica
6.2	7.4	3.9	Versicolor
7.5	6.8	5.3	Virginica
6.3	1.4	4.2	Setosa
2.7	6.0	5.5	Versicolor
5.8	3.7	1.5	Setosa
5.2	5.8	5.9	Virginica
