petal.width	variety
3.2	Setosa
2.4	Versicolor
3.3	Versicolor
4.5	Setosa
5.8	Virginica
3.3	Virginica
1.4	Setosa
5.9	Virginica
5.3	Virginica
3.2	Setosa
1.8	Virginica
4.3	Virginica
4.4	Setosa
4.5	Versicolor
0.7	Setosa
2.6	Setosa
2.0	Versicolor
1.1	Versicolor
6.5	Virginica
1.6	Versicolor
5.8	Virginica
5.9	Versicolor
2.7	Setosa
3.8	Virginica
3.7	Setosa
1.8	Virginica
3.8	Virginica
4.5	Versicolor
2.3	Versicolor
6.0	Virginica
3.3	Virginica
0.2	Setosa
2.0	Virginica
4.1	Virginica
2.5	Versicolor
1.4	Versicolor
3.9	Virginica
4.2	Versicolor
1.7	Setosa
5.1	Versicolor
1.7	Setosa
2.7	Setosa
3.8	Setosa
1.7	Setosa
4.8	Virginica
2.2	Versicolor
4.3	Virginica
5.8	Virginica
1.2	Setosa
3.7	Virginica
3.0	Versicolor
0.8	Setosa
5.5	Versicolor
5.8	Virginica
5.0	Virginica
0.3	Setosa
6.3	Virginica
2.2	Virginica
3.1	Versicolor
1.2	Setosa
6.4	Virginica
1.8	Setosa
2.2	Virginica
4.6	Virginica
2.1	Virginica
5.3	Versicolor
2.5	Virginica
3.0	Versicolor
5.8	Versicolor
3.1	Setosa
3.3	Versicolor
4.2	Setosa
2.6	Setosa
2.4	Setosa
2.7	Setosa
5.6	Versicolor
2.7	Setosa
0.2	Setosa
5.0	Versicolor
0.2	Setosa
3.9	Virginica
1.8	Versicolor
3.7	Versicolor
3.3	Versicolor
2.9	Versicolor
2.5	Versicolor
3.5	Versicolor
5.1	Virginica
4.3	Setosa
2.8	Versicolor
0.6	Setosa
3.1	Virginica
0.7	Setosa
5.9	Virginica
4.4	Setosa
4.8	Versicolor
6.6	Virginica
0.7	Setosa
2.2	Setosa
0.7	Setosa
2.0	Virginica
5.4	Virginica
2.3	Virginica
4.5	Versicolor
2.5	Virginica
