sepal.width	petal.length	petal.width	variety
5.5	1.4	1.2	Setosa
3.0	10.6	2.3	Virginica
4.8	8.7	5.2	Virginica
8.1	2.9	0.6	Setosa
5.0	5.9	1.8	Virginica
3.8	8.1	6.4	Virginica
5.8	6.2	3.1	Virginica
3.7	3.8	3.7	Setosa
5.4	4.6	1.8	Versicolor
4.7	5.6	6.1	Versicolor
3.5	8.1	3.8	Versicolor
5.8	10.1	4.6	Virginica
3.0	4.4	3.4	Versicolor
3.9	3.9	3.2	Setosa
6.0	6.5	4.0	Versicolor
5.1	11.4	5.8	Virginica
6.0	9.6	4.8	Virginica
5.0	4.9	0.3	Setosa
7.1	1.5	0.2	Setosa
4.8	1.3	3.3	Setosa
6.5	9.5	5.2	Versicolor
6.9	2.9	4.7	Setosa
6.3	1.9	4.7	Setosa
3.1	5.6	2.4	Virginica
7.3	7.6	5.4	Virginica
6.3	2.6	4.2	Setosa
3.0	3.1	0.2	Setosa
2.9	5.2	2.0	Versicolor
7.1	6.4	2.7	Versicolor
4.1	5.0	4.7	Setosa
5.0	3.1	3.6	Setosa
6.2	8.8	6.3	Virginica
2.9	9.3	3.3	Virginica
6.7	6.6	2.0	Versicolor
3.0	8.3	5.3	Virginica
5.3	4.8	4.8	Virginica
4.1	1.5	1.2	Setosa
3.7	9.7	3.8	Virginica
5.6	8.1	2.8	Virginica
6.7	9.0	4.5	Versicolor
4.4	5.6	1.4	Setosa
5.4	7.0	4.0	Versicolor
3.5	5.3	3.2	Setosa
4.6	10.0	4.8	Virginica
5.0	1.8	4.3	Setosa
3.0	6.5	3.6	Virginica
7.4	5.3	5.8	Versicolor
3.4	9.0	1.6	Versicolor
6.3	9.6	6.2	Virginica
2.7	5.6	5.4	Virginica
4.5	7.7	6.0	Virginica
5.9	5.9	5.8	Virginica
7.9	3.5	2.9	Setosa
5.2	5.9	2.9	Versicolor
6.8	3.3	2.0	Versicolor
7.3	10.9	3.0	Virginica
4.4	3.8	4.4	Setosa
6.0	7.5	3.1	Versicolor
4.8	5.4	2.3	Versicolor
6.1	5.1	0.2	Setosa
5.9	2.4	1.7	Setosa
3.6	3.4	0.7	Setosa
6.7	2.0	4.9	Setosa
5.4	8.1	2.4	Virginica
2.5	4.4	3.1	Versicolor
4.1	7.4	4.0	Versicolor
3.0	8.5	3.5	Versicolor
7.0	6.7	6.3	Virginica
2.6	8.0	3.2	Versicolor
3.8	6.2	2.7	Versicolor
6.3	5.9	6.0	Virginica
5.2	4.3	2.7	Setosa
4.5	7.0	6.5	Virginica
3.2	8.8	4.8	Versicolor
7.9	5.0	2.2	Setosa
5.5	5.9	3.5	Versicolor
6.8	5.5	5.3	Versicolor
6.2	5.4	4.7	Setosa
5.3	4.8	3.4	Versicolor
6.1	3.0	1.6	Setosa
3.2	6.0	2.0	Versicolor
8.1	8.1	2.5	Virginica
5.5	5.7	3.0	Versicolor
7.4	4.8	2.3	Versicolor
5.2	8.2	5.8	Versicolor
7.0	9.8	2.3	Virginica
4.5	6.5	2.0	Versicolor
6.2	7.0	6.3	Virginica
4.8	6.5	2.8	Versicolor
7.4	2.7	1.2	Setosa
7.7	2.0	2.2	Setosa
6.4	3.6	4.2	Setosa
5.7	6.1	4.9	Virginica
6.9	7.6	3.3	Virginica
6.8	5.7	4.5	Virginica
3.9	6.0	4.9	Setosa
4.4	8.7	3.4	Versicolor
7.1	4.9	4.9	Versicolor
3.8	7.7	2.6	Versicolor
3.0	2.4	0.6	Setosa
5.2	2.4	1.2	Setosa
4.6	6.5	5.0	Versicolor
5.2	6.1	0.7	Setosa
6.8	2.0	0.3	Setosa
6.5	6.3	6.1	Virginica
