petal.length	petal.width	variety
5.1	1.9	Setosa
2.3	1.2	Setosa
7.5	5.3	Versicolor
5.0	2.6	Setosa
8.9	4.5	Virginica
7.5	4.1	Virginica
5.7	4.1	Virginica
3.4	1.7	Setosa
7.5	2.1	Versicolor
5.8	5.3	Virginica
2.6	0.7	Setosa
3.0	1.9	Setosa
8.0	2.1	Versicolor
6.0	1.9	Setosa
4.7	1.5	Setosa
8.1	5.4	Virginica
8.1	4.1	Versicolor
8.5	1.8	Versicolor
8.6	5.4	Virginica
4.9	2.4	Versicolor
4.6	4.2	Setosa
8.0	5.4	Virginica
1.7	4.7	Setosa
5.6	5.8	Virginica
8.2	4.8	Versicolor
2.5	4.2	Setosa
2.9	4.4	Setosa
4.0	4.2	Setosa
9.4	5.8	Virginica
1.9	4.2	Setosa
5.9	1.7	Setosa
6.3	4.8	Virginica
7.7	4.0	Versicolor
8.7	5.2	Virginica
7.4	6.3	Virginica
1.9	4.3	Setosa
7.5	3.5	Virginica
5.2	3.9	Setosa
4.9	4.2	Setosa
6.0	4.7	Versicolor
4.1	1.6	Setosa
7.5	4.5	Versicolor
5.9	6.1	Virginica
6.1	6.0	Versicolor
4.9	3.9	Versicolor
9.4	5.8	Virginica
2.9	0.7	Setosa
3.5	4.7	Setosa
11.2	3.0	Virginica
3.4	3.7	Setosa
1.7	4.2	Setosa
4.9	2.8	Setosa
5.0	2.0	Versicolor
9.1	2.4	Virginica
3.6	1.1	Setosa
9.2	1.9	Versicolor
5.0	4.0	Virginica
7.8	1.0	Versicolor
6.4	4.1	Virginica
7.5	1.8	Versicolor
5.6	3.3	Versicolor
8.6	5.8	Virginica
9.6	6.9	Virginica
7.8	5.6	Virginica
8.4	4.2	Versicolor
4.8	2.3	Versicolor
2.4	0.7	Setosa
3.3	2.5	Versicolor
5.0	3.0	Versicolor
4.8	2.7	Setosa
9.9	3.3	Virginica
5.0	2.0	Versicolor
2.3	4.4	Setosa
1.4	0.1	Setosa
6.2	4.9	Versicolor
8.1	5.3	Virginica
6.0	1.7	Setosa
4.8	4.7	Setosa
5.3	3.9	Virginica
3.9	3.8	Setosa
7.0	3.0	Versicolor
4.4	2.2	Versicolor
9.1	4.4	Versicolor
6.6	3.9	Virginica
4.9	4.2	Setosa
8.1	4.8	Versicolor
7.0	2.0	Versicolor
5.3	1.3	Versicolor
3.5	0.7	Setosa
8.6	4.0	Virginica
7.3	1.8	Virginica
5.0	2.7	Setosa
1.6	2.7	Setosa
7.2	4.2	Versicolor
6.2	0.8	Setosa
2.8	0.8	Setosa
9.4	5.0	Versicolor
4.2	2.0	Versicolor
5.4	5.3	Versicolor
7.4	3.6	Versicolor
8.5	2.3	Virginica
5.9	3.5	Versicolor
4.8	2.7	Setosa
5.5	2.2	Setosa
8.1	3.3	Virginica
