petal.length	variety
6.9	Versicolor
6.6	Virginica
4.8	Setosa
8.8	Virginica
5.6	Setosa
6.6	Virginica
8.7	Versicolor
6.1	Virginica
5.3	Virginica
4.9	Versicolor
8.5	Versicolor
7.3	Versicolor
10.7	Virginica
3.4	Setosa
7.0	Versicolor
7.1	Virginica
5.1	Versicolor
5.8	Versicolor
7.9	Virginica
7.7	Versicolor
2.8	Setosa
6.0	Versicolor
6.1	Virginica
4.2	Versicolor
6.3	Versicolor
6.9	Virginica
9.1	Virginica
7.5	Virginica
4.5	Setosa
4.7	Versicolor
8.6	Virginica
5.1	Versicolor
3.0	Setosa
5.5	Versicolor
2.6	Setosa
3.6	Setosa
7.8	Virginica
5.0	Virginica
5.3	Versicolor
3.7	Setosa
2.0	Setosa
2.7	Setosa
10.6	Virginica
9.0	Virginica
6.9	Virginica
8.1	Versicolor
2.2	Setosa
8.3	Virginica
6.2	Versicolor
6.6	Virginica
1.5	Setosa
3.3	Versicolor
8.6	Virginica
8.1	Versicolor
9.6	Virginica
3.4	Setosa
7.7	Versicolor
9.4	Virginica
5.5	Virginica
6.5	Virginica
8.0	Virginica
6.0	Setosa
4.0	Setosa
8.6	Virginica
5.4	Setosa
8.2	Virginica
2.9	Setosa
8.9	Virginica
3.2	Setosa
6.5	Versicolor
5.7	Virginica
2.4	Setosa
4.8	Setosa
3.0	Setosa
2.4	Setosa
3.2	Setosa
3.6	Versicolor
8.5	Virginica
6.5	Versicolor
6.0	Versicolor
9.2	Virginica
8.7	Versicolor
4.8	Virginica
3.3	Setosa
9.2	Virginica
4.4	Versicolor
2.4	Setosa
8.2	Virginica
5.3	Setosa
8.6	Virginica
9.0	Virginica
4.4	Versicolor
5.9	Setosa
5.0	Versicolor
7.4	Virginica
9.2	Versicolor
6.7	Versicolor
3.1	Setosa
7.3	Versicolor
3.0	Setosa
5.4	Versicolor
2.1	Setosa
5.0	Virginica
11.1	Virginica
4.9	Setosa
