sepal.length	variety
7.1	Versicolor
8.9	Setosa
7.9	Setosa
5.6	Setosa
8.4	Setosa
9.9	Virginica
8.1	Setosa
9.5	Virginica
7.7	Versicolor
10.3	Virginica
5.0	Versicolor
9.3	Versicolor
6.8	Setosa
9.0	Setosa
7.8	Virginica
9.2	Versicolor
7.3	Setosa
10.2	Virginica
6.9	Setosa
11.4	Virginica
5.9	Virginica
11.4	Virginica
6.1	Versicolor
8.2	Virginica
11.3	Virginica
9.1	Setosa
5.4	Versicolor
6.3	Setosa
5.7	Setosa
8.4	Versicolor
6.9	Setosa
7.2	Virginica
8.0	Virginica
8.7	Versicolor
6.7	Versicolor
6.9	Versicolor
6.6	Versicolor
10.9	Virginica
9.5	Setosa
7.2	Virginica
8.6	Setosa
9.0	Setosa
9.7	Virginica
6.2	Versicolor
6.3	Setosa
9.0	Setosa
8.6	Versicolor
11.2	Virginica
8.6	Versicolor
11.2	Virginica
10.6	Virginica
9.5	Setosa
6.8	Versicolor
5.4	Setosa
6.5	Setosa
6.1	Setosa
8.8	Virginica
7.0	Versicolor
5.5	Setosa
11.0	Versicolor
10.7	Virginica
9.5	Setosa
9.9	Setosa
8.6	Virginica
10.1	Versicolor
7.5	Virginica
8.5	Virginica
6.4	Versicolor
7.9	Virginica
9.2	Virginica
7.1	Setosa
6.2	Virginica
5.7	Versicolor
8.2	Virginica
7.3	Setosa
6.0	Versicolor
11.6	Virginica
8.4	Versicolor
7.4	Virginica
11.0	Versicolor
7.8	Versicolor
10.1	Versicolor
4.7	Setosa
8.4	Virginica
5.5	Setosa
6.3	Virginica
8.7	Versicolor
8.2	Setosa
7.8	Versicolor
8.3	Virginica
7.1	Versicolor
8.0	Versicolor
5.3	Setosa
6.5	Versicolor
9.6	Versicolor
11.0	Virginica
10.4	Virginica
6.0	Virginica
8.1	Versicolor
6.8	Setosa
10.3	Virginica
7.0	Versicolor
5.6	Versicolor
6.3	Virginica
8.6	Virginica
