petal.width	variety
4.5	Virginica
5.8	Versicolor
0.7	Setosa
4.9	Virginica
3.1	Versicolor
2.7	Setosa
4.6	Versicolor
0.3	Setosa
2.9	Setosa
5.8	Virginica
4.2	Versicolor
2.3	Versicolor
1.3	Setosa
2.3	Virginica
3.0	Versicolor
1.8	Versicolor
2.9	Setosa
4.2	Setosa
3.7	Setosa
4.3	Virginica
2.6	Virginica
4.0	Versicolor
1.8	Versicolor
5.6	Versicolor
6.4	Virginica
1.5	Virginica
4.5	Versicolor
4.0	Versicolor
1.2	Versicolor
3.8	Virginica
4.0	Versicolor
5.3	Virginica
4.9	Versicolor
4.8	Virginica
7.0	Virginica
0.2	Setosa
4.2	Virginica
3.7	Setosa
3.7	Setosa
2.9	Setosa
6.0	Virginica
4.5	Virginica
1.7	Versicolor
4.2	Versicolor
0.7	Setosa
1.7	Setosa
1.2	Setosa
2.7	Setosa
5.3	Versicolor
0.2	Setosa
5.1	Setosa
3.0	Versicolor
1.8	Virginica
0.7	Setosa
2.3	Virginica
5.7	Virginica
3.5	Virginica
4.9	Virginica
2.1	Setosa
1.5	Versicolor
6.5	Virginica
6.5	Virginica
1.2	Setosa
5.0	Versicolor
3.3	Versicolor
1.2	Versicolor
4.3	Virginica
0.2	Setosa
4.8	Versicolor
5.8	Virginica
3.2	Setosa
2.3	Versicolor
0.7	Setosa
5.8	Versicolor
2.6	Setosa
6.4	Virginica
2.3	Virginica
5.2	Versicolor
2.1	Virginica
3.7	Setosa
6.1	Virginica
4.3	Setosa
2.3	Setosa
3.7	Setosa
1.2	Setosa
2.9	Versicolor
6.2	Virginica
4.4	Setosa
3.0	Versicolor
5.4	Versicolor
2.0	Virginica
2.1	Versicolor
5.4	Virginica
3.1	Virginica
1.9	Setosa
5.1	Virginica
4.3	Versicolor
6.3	Virginica
4.8	Versicolor
2.1	Virginica
1.7	Setosa
4.2	Setosa
5.1	Versicolor
1.4	Versicolor
3.7	Setosa
