sepal.width	petal.length	variety
6.0	9.5	Virginica
2.5	6.0	Versicolor
2.6	5.9	Versicolor
6.7	5.8	Virginica
6.2	9.1	Virginica
6.0	3.4	Setosa
3.7	4.5	Setosa
5.3	8.1	Virginica
5.0	5.0	Virginica
4.3	5.8	Versicolor
5.5	9.2	Virginica
4.0	7.5	Virginica
5.4	5.4	Setosa
4.3	4.2	Setosa
5.2	7.5	Versicolor
6.6	2.6	Setosa
3.1	8.1	Virginica
7.1	5.1	Virginica
5.8	2.9	Setosa
7.5	3.5	Setosa
3.3	5.2	Versicolor
5.1	1.5	Setosa
3.5	7.9	Virginica
3.4	8.2	Versicolor
6.2	4.2	Setosa
8.3	9.7	Virginica
7.2	9.4	Virginica
3.5	8.3	Virginica
5.6	10.1	Virginica
6.5	3.6	Setosa
2.8	7.5	Versicolor
4.2	4.8	Versicolor
3.1	8.0	Versicolor
7.0	4.2	Setosa
7.4	3.2	Setosa
7.7	9.8	Virginica
6.3	7.2	Virginica
2.3	1.8	Setosa
3.7	8.7	Virginica
7.0	9.8	Virginica
6.5	9.1	Virginica
6.7	3.6	Setosa
7.0	5.3	Setosa
5.5	5.0	Versicolor
3.8	5.1	Virginica
6.3	5.4	Versicolor
6.9	5.0	Versicolor
4.6	7.6	Virginica
3.5	9.7	Virginica
3.6	7.9	Versicolor
5.6	2.5	Setosa
2.6	7.9	Virginica
5.7	6.1	Virginica
5.3	5.7	Versicolor
5.4	2.5	Setosa
5.8	7.1	Versicolor
2.9	7.6	Versicolor
3.9	1.6	Setosa
6.5	8.0	Versicolor
5.8	3.9	Setosa
4.5	10.1	Virginica
3.5	4.4	Setosa
7.3	6.0	Versicolor
6.6	6.4	Virginica
5.8	8.6	Virginica
7.5	2.9	Setosa
6.6	4.4	Setosa
5.2	3.9	Versicolor
4.5	6.2	Versicolor
3.6	1.4	Setosa
5.9	1.5	Setosa
5.5	4.9	Versicolor
7.3	5.2	Setosa
5.2	4.5	Setosa
3.0	9.3	Virginica
6.7	8.1	Virginica
2.2	6.0	Versicolor
3.3	6.9	Virginica
5.6	7.5	Virginica
4.9	5.0	Setosa
7.2	8.6	Versicolor
3.5	4.8	Virginica
4.1	2.0	Setosa
4.6	3.5	Setosa
4.4	8.3	Versicolor
3.4	6.6	Virginica
5.0	6.5	Versicolor
4.5	6.5	Virginica
4.3	7.5	Virginica
5.2	7.9	Virginica
5.9	8.2	Versicolor
7.9	4.0	Setosa
5.4	4.4	Setosa
7.9	9.4	Virginica
3.4	8.0	Versicolor
7.2	5.0	Versicolor
5.4	6.3	Virginica
6.4	8.3	Versicolor
4.2	9.6	Versicolor
5.5	4.3	Setosa
6.2	4.5	Setosa
5.5	8.6	Versicolor
7.9	3.9	Setosa
5.9	2.8	Setosa
5.5	5.6	Versicolor
