sepal.width	petal.length	variety
3.5	4.6	Setosa
6.0	8.9	Versicolor
3.6	5.5	Setosa
6.4	4.2	Setosa
4.9	6.3	Virginica
6.2	2.7	Setosa
3.8	4.1	Setosa
7.0	5.3	Setosa
4.9	2.3	Setosa
4.2	9.9	Virginica
4.7	6.0	Versicolor
4.0	5.4	Setosa
5.9	6.8	Versicolor
3.6	9.1	Virginica
3.5	9.0	Virginica
6.2	5.5	Setosa
4.7	7.0	Versicolor
6.6	4.6	Setosa
3.0	6.0	Virginica
6.6	4.5	Setosa
4.1	4.7	Versicolor
3.8	6.1	Virginica
5.3	10.7	Virginica
6.2	5.6	Virginica
7.4	5.5	Setosa
6.5	3.0	Versicolor
5.3	3.5	Setosa
3.4	4.4	Setosa
4.9	8.2	Versicolor
7.8	6.7	Virginica
5.9	6.6	Versicolor
5.1	8.5	Versicolor
3.5	8.0	Versicolor
3.5	1.4	Setosa
4.3	9.2	Virginica
3.4	4.8	Versicolor
4.5	5.0	Setosa
5.1	10.4	Virginica
6.0	6.6	Versicolor
6.2	7.5	Virginica
4.6	3.4	Setosa
4.5	9.0	Virginica
5.5	9.8	Virginica
3.4	4.4	Setosa
8.1	3.4	Setosa
4.7	8.1	Versicolor
3.5	7.7	Virginica
5.9	2.1	Setosa
3.3	6.6	Virginica
6.0	4.4	Versicolor
2.8	8.3	Virginica
4.5	10.0	Virginica
3.1	8.1	Virginica
7.2	1.4	Setosa
3.8	1.9	Setosa
5.2	3.3	Setosa
7.2	3.6	Setosa
3.7	8.2	Versicolor
2.3	6.8	Versicolor
3.6	7.1	Virginica
4.8	6.9	Versicolor
7.3	7.5	Virginica
7.9	3.1	Setosa
6.1	1.5	Setosa
5.3	6.6	Virginica
6.0	4.7	Setosa
5.3	1.8	Setosa
6.4	6.6	Virginica
3.5	5.9	Virginica
5.5	3.4	Setosa
4.5	4.8	Setosa
3.5	9.4	Virginica
4.9	5.6	Versicolor
5.5	7.2	Versicolor
6.5	4.1	Setosa
3.7	8.0	Versicolor
5.2	9.4	Virginica
4.3	6.5	Versicolor
3.8	5.5	Versicolor
5.8	2.7	Setosa
4.5	3.1	Setosa
6.2	9.7	Virginica
6.4	5.9	Setosa
3.1	2.5	Setosa
3.9	9.1	Virginica
4.2	4.9	Versicolor
4.6	6.9	Virginica
5.2	6.8	Virginica
5.4	4.7	Versicolor
3.9	8.9	Virginica
5.3	7.9	Virginica
4.5	6.3	Virginica
4.7	8.1	Versicolor
5.3	6.2	Versicolor
7.4	6.0	Setosa
4.7	5.4	Setosa
3.5	7.6	Virginica
6.0	5.4	Setosa
4.5	7.5	Versicolor
5.5	8.7	Versicolor
5.8	7.1	Versicolor
2.9	9.0	Versicolor
6.8	6.6	Virginica
7.4	3.7	Setosa
3.3	8.6	Virginica
