sepal.width	petal.length	petal.width	variety
4.9	2.5	4.7	Setosa
3.1	3.6	3.7	Setosa
7.0	1.3	2.3	Setosa
6.6	4.4	5.2	Versicolor
3.0	6.0	2.2	Versicolor
4.9	3.6	1.9	Setosa
6.6	5.5	1.7	Setosa
6.5	1.5	2.7	Setosa
2.9	8.2	5.4	Versicolor
5.3	4.4	0.7	Setosa
4.5	6.4	5.5	Versicolor
4.2	6.1	2.7	Setosa
6.0	7.5	2.5	Versicolor
7.9	2.2	2.4	Setosa
6.6	5.2	1.5	Versicolor
5.4	7.3	1.1	Versicolor
4.9	5.3	2.3	Versicolor
4.3	7.0	6.5	Virginica
7.5	6.9	1.8	Virginica
6.3	9.6	4.9	Virginica
6.0	9.1	4.3	Virginica
2.8	8.7	2.2	Versicolor
5.2	6.9	3.3	Virginica
5.5	5.0	4.5	Virginica
2.7	7.2	1.8	Versicolor
7.5	4.6	3.1	Setosa
5.8	4.6	3.8	Versicolor
3.1	4.5	1.2	Setosa
3.0	5.7	2.7	Versicolor
4.4	7.1	5.9	Virginica
4.2	5.4	2.4	Versicolor
4.8	9.2	3.0	Virginica
4.8	8.7	4.0	Virginica
6.3	6.1	6.2	Virginica
4.3	5.9	4.3	Versicolor
4.3	4.0	4.3	Versicolor
7.5	4.4	3.4	Versicolor
4.6	9.4	6.6	Virginica
7.1	10.1	2.5	Virginica
6.7	8.5	5.0	Virginica
7.4	5.3	1.9	Setosa
4.3	5.2	4.5	Setosa
7.2	7.7	1.9	Versicolor
6.4	8.8	1.8	Versicolor
5.8	10.4	4.0	Virginica
5.7	5.4	3.2	Setosa
5.5	9.6	2.6	Virginica
6.1	1.5	0.2	Setosa
6.8	1.7	0.8	Setosa
5.7	7.9	5.8	Virginica
5.0	6.3	6.7	Virginica
5.1	6.0	0.6	Setosa
3.3	8.8	3.3	Virginica
6.8	9.6	2.5	Virginica
5.7	7.6	2.9	Virginica
4.4	8.4	4.3	Virginica
7.7	4.0	0.7	Setosa
4.7	4.3	3.7	Setosa
5.0	6.0	1.8	Virginica
8.3	3.0	4.3	Setosa
2.9	7.5	4.5	Versicolor
4.3	7.8	5.5	Versicolor
3.8	6.7	2.6	Virginica
4.6	9.1	1.9	Virginica
5.1	1.9	0.1	Setosa
2.2	7.0	2.5	Versicolor
6.0	1.6	1.2	Setosa
6.5	2.9	0.2	Setosa
3.2	5.9	4.2	Versicolor
7.7	6.0	1.8	Virginica
4.8	4.9	2.4	Setosa
8.3	5.1	0.7	Setosa
4.5	5.4	1.1	Setosa
2.3	2.8	4.3	Setosa
4.2	4.5	5.5	Versicolor
6.5	5.7	6.5	Virginica
6.5	7.5	1.1	Versicolor
5.7	9.3	4.9	Virginica
4.0	9.0	4.1	Virginica
4.8	6.5	5.3	Versicolor
3.3	4.8	1.4	Versicolor
4.2	9.7	4.8	Virginica
4.4	4.4	1.7	Setosa
3.2	3.2	0.2	Setosa
6.5	4.8	2.2	Setosa
4.4	6.1	2.8	Versicolor
5.9	6.7	1.0	Versicolor
3.5	5.5	4.3	Versicolor
4.9	4.5	0.4	Setosa
4.0	5.8	6.3	Virginica
7.5	4.9	0.7	Setosa
3.0	8.4	4.1	Versicolor
4.8	10.2	5.7	Virginica
6.9	5.6	3.7	Setosa
4.7	8.5	2.0	Versicolor
7.5	9.2	4.8	Virginica
6.9	5.6	2.3	Versicolor
5.2	5.3	0.7	Setosa
5.9	4.4	3.7	Setosa
6.5	2.4	0.8	Setosa
3.3	6.4	5.0	Virginica
4.6	5.9	3.5	Versicolor
3.4	5.7	3.8	Versicolor
5.3	7.1	2.6	Virginica
3.5	5.6	5.4	Versicolor
