sepal.length	sepal.width	variety
9.2	6.2	Versicolor
8.1	5.0	Virginica
8.9	4.7	Versicolor
9.1	7.0	Versicolor
11.2	7.8	Virginica
8.2	5.8	Virginica
5.1	6.9	Setosa
9.7	6.6	Virginica
5.8	7.0	Setosa
10.2	3.7	Virginica
10.7	5.6	Virginica
11.1	7.5	Versicolor
11.2	7.5	Versicolor
10.0	4.2	Versicolor
6.6	3.5	Versicolor
6.9	6.0	Versicolor
10.0	5.7	Versicolor
9.3	5.1	Setosa
8.5	7.0	Virginica
7.9	5.6	Setosa
10.3	4.2	Virginica
7.7	7.9	Setosa
5.9	4.2	Setosa
9.8	6.8	Versicolor
8.3	6.8	Versicolor
11.3	5.2	Virginica
7.5	7.7	Versicolor
9.8	6.7	Versicolor
6.9	4.9	Setosa
10.1	7.0	Virginica
8.6	3.8	Setosa
5.4	3.9	Setosa
10.2	6.1	Versicolor
4.8	3.5	Setosa
10.4	7.1	Virginica
9.2	5.0	Versicolor
9.7	4.4	Setosa
11.6	3.5	Virginica
7.5	6.2	Setosa
6.4	7.0	Virginica
9.2	7.3	Virginica
10.4	6.6	Virginica
7.1	3.2	Versicolor
7.2	6.2	Setosa
9.0	2.9	Versicolor
7.4	4.2	Virginica
7.4	4.5	Versicolor
7.2	3.1	Virginica
8.0	6.0	Virginica
9.4	5.2	Virginica
5.0	6.5	Setosa
6.3	5.0	Setosa
4.6	4.1	Setosa
7.8	4.7	Virginica
9.9	3.7	Virginica
10.0	6.5	Setosa
8.0	5.4	Setosa
9.8	3.4	Virginica
9.4	6.8	Virginica
8.2	3.3	Virginica
7.3	7.5	Virginica
9.5	5.3	Versicolor
5.8	4.5	Setosa
7.9	5.2	Versicolor
9.6	2.8	Virginica
6.4	6.1	Setosa
10.7	7.9	Virginica
5.6	7.4	Versicolor
7.4	3.1	Versicolor
8.3	2.5	Versicolor
8.7	4.7	Versicolor
9.0	3.0	Setosa
8.3	3.4	Virginica
6.8	4.8	Virginica
8.8	5.8	Versicolor
10.0	6.2	Setosa
5.3	6.9	Setosa
6.1	5.5	Setosa
10.0	2.6	Versicolor
7.7	5.0	Virginica
5.0	3.5	Versicolor
4.9	3.7	Setosa
8.0	4.1	Setosa
8.0	3.8	Setosa
9.0	2.3	Versicolor
9.7	5.4	Versicolor
8.6	6.3	Versicolor
11.2	8.3	Virginica
8.2	8.0	Setosa
5.5	5.8	Versicolor
8.8	6.7	Versicolor
6.6	4.9	Versicolor
9.0	5.4	Versicolor
10.3	5.0	Virginica
5.4	5.9	Setosa
10.0	5.9	Versicolor
7.4	6.4	Setosa
8.1	5.3	Versicolor
11.2	4.0	Virginica
10.1	6.6	Virginica
9.1	7.8	Setosa
9.7	3.5	Virginica
6.6	5.0	Versicolor
11.4	4.8	Virginica
8.4	4.1	Setosa
