sepal.width	variety
5.0	Virginica
7.0	Virginica
4.0	Versicolor
6.5	Virginica
7.4	Setosa
5.4	Virginica
5.1	Setosa
4.8	Setosa
6.4	Versicolor
2.7	Virginica
3.9	Setosa
4.1	Virginica
5.8	Virginica
7.0	Versicolor
3.5	Versicolor
3.8	Virginica
6.7	Setosa
6.6	Virginica
7.5	Virginica
4.0	Virginica
3.1	Setosa
2.4	Versicolor
5.0	Setosa
4.7	Versicolor
2.7	Versicolor
7.1	Versicolor
6.7	Versicolor
7.6	Virginica
4.4	Setosa
3.7	Versicolor
3.7	Setosa
7.0	Virginica
7.3	Versicolor
6.9	Versicolor
6.5	Versicolor
6.0	Versicolor
7.7	Setosa
3.4	Versicolor
6.6	Setosa
7.7	Virginica
5.7	Versicolor
5.0	Virginica
7.4	Setosa
5.1	Versicolor
2.9	Versicolor
4.2	Virginica
6.9	Setosa
5.5	Virginica
3.0	Setosa
5.9	Versicolor
6.8	Virginica
2.9	Virginica
3.1	Virginica
6.7	Setosa
3.0	Setosa
3.8	Virginica
3.7	Virginica
6.9	Versicolor
6.3	Virginica
7.2	Setosa
3.0	Versicolor
7.1	Setosa
2.7	Versicolor
4.4	Virginica
6.0	Virginica
4.8	Versicolor
4.7	Virginica
4.9	Setosa
5.6	Versicolor
5.4	Versicolor
5.2	Virginica
5.9	Setosa
5.2	Setosa
5.2	Virginica
6.6	Versicolor
5.3	Versicolor
7.8	Setosa
7.5	Setosa
6.3	Virginica
4.6	Virginica
7.1	Versicolor
3.7	Versicolor
5.5	Versicolor
3.7	Versicolor
2.7	Virginica
4.3	Versicolor
3.7	Virginica
6.5	Versicolor
5.8	Virginica
6.4	Setosa
3.8	Virginica
5.0	Setosa
3.5	Setosa
3.5	Setosa
4.3	Virginica
7.5	Versicolor
7.7	Setosa
5.0	Virginica
4.2	Versicolor
5.3	Setosa
7.3	Virginica
6.6	Versicolor
4.6	Setosa
6.8	Versicolor
8.0	Setosa
