petal.length	variety
4.0	Setosa
5.5	Versicolor
6.5	Versicolor
6.2	Setosa
5.4	Virginica
4.6	Setosa
8.4	Virginica
5.9	Setosa
5.6	Virginica
4.4	Setosa
8.1	Virginica
4.5	Virginica
4.6	Setosa
6.1	Versicolor
8.7	Versicolor
4.1	Setosa
5.9	Setosa
3.9	Setosa
7.8	Versicolor
6.7	Virginica
6.1	Virginica
5.2	Setosa
9.7	Virginica
4.6	Versicolor
8.1	Virginica
10.3	Virginica
4.1	Setosa
6.0	Setosa
6.5	Versicolor
5.9	Versicolor
4.6	Setosa
9.0	Virginica
9.2	Virginica
7.7	Versicolor
8.8	Virginica
4.7	Setosa
7.0	Versicolor
5.8	Versicolor
5.9	Setosa
4.5	Versicolor
5.5	Virginica
5.0	Versicolor
3.5	Setosa
5.4	Setosa
5.9	Setosa
4.7	Versicolor
7.6	Versicolor
4.6	Setosa
7.4	Virginica
7.7	Virginica
8.9	Virginica
9.1	Virginica
8.9	Versicolor
6.9	Virginica
4.0	Versicolor
5.5	Versicolor
1.8	Setosa
4.6	Setosa
1.4	Setosa
3.0	Setosa
3.5	Setosa
7.7	Versicolor
8.6	Virginica
8.4	Virginica
3.9	Setosa
1.4	Setosa
6.6	Virginica
5.7	Setosa
9.4	Virginica
6.9	Versicolor
3.0	Setosa
5.6	Versicolor
8.3	Virginica
5.3	Setosa
7.1	Versicolor
3.9	Versicolor
6.1	Versicolor
7.6	Virginica
7.0	Virginica
6.1	Versicolor
3.9	Setosa
5.3	Setosa
6.6	Virginica
5.0	Setosa
7.8	Virginica
1.9	Setosa
9.5	Virginica
5.3	Setosa
5.4	Setosa
1.9	Setosa
5.7	Versicolor
8.7	Versicolor
6.8	Versicolor
7.3	Versicolor
6.3	Versicolor
9.1	Virginica
4.0	Setosa
7.5	Virginica
4.0	Setosa
8.5	Versicolor
10.3	Virginica
7.9	Versicolor
3.2	Setosa
1.7	Setosa
6.0	Setosa
