petal.width	variety
4.9	Setosa
3.6	Versicolor
2.8	Virginica
2.2	Versicolor
0.3	Setosa
1.5	Versicolor
4.5	Virginica
2.7	Setosa
2.7	Setosa
1.8	Setosa
5.3	Versicolor
2.2	Setosa
2.2	Setosa
3.3	Versicolor
1.7	Setosa
1.7	Setosa
3.2	Setosa
2.2	Setosa
4.6	Virginica
5.5	Versicolor
2.5	Versicolor
1.8	Virginica
2.9	Setosa
2.9	Virginica
4.1	Virginica
5.5	Versicolor
2.0	Versicolor
1.1	Setosa
3.4	Versicolor
2.0	Virginica
0.8	Setosa
3.3	Virginica
5.4	Virginica
2.8	Virginica
2.0	Virginica
4.8	Versicolor
6.1	Virginica
3.3	Virginica
4.0	Virginica
0.3	Setosa
2.3	Virginica
6.0	Virginica
2.7	Virginica
5.8	Virginica
4.2	Versicolor
4.7	Versicolor
3.5	Versicolor
1.4	Setosa
4.3	Versicolor
2.8	Virginica
4.5	Virginica
2.4	Versicolor
1.7	Setosa
5.2	Virginica
4.4	Virginica
4.7	Setosa
3.3	Virginica
1.9	Virginica
2.3	Virginica
0.9	Setosa
5.4	Versicolor
2.2	Setosa
4.6	Versicolor
5.3	Virginica
6.8	Virginica
4.1	Virginica
1.7	Setosa
2.7	Setosa
0.2	Setosa
5.0	Versicolor
1.3	Versicolor
1.3	Versicolor
0.6	Setosa
4.0	Versicolor
0.7	Setosa
2.4	Versicolor
3.2	Setosa
2.7	Virginica
1.7	Setosa
3.6	Setosa
6.3	Virginica
3.9	Virginica
3.0	Versicolor
2.1	Setosa
4.5	Versicolor
6.4	Virginica
1.5	Versicolor
2.4	Virginica
5.5	Versicolor
1.6	Setosa
4.5	Versicolor
2.4	Virginica
3.4	Versicolor
2.6	Versicolor
2.3	Versicolor
4.7	Versicolor
5.7	Virginica
6.6	Virginica
5.5	Versicolor
0.2	Setosa
4.4	Setosa
5.1	Virginica
5.3	Virginica
3.7	Setosa
3.7	Setosa
