sepal.length	sepal.width	petal.length	petal.width	variety
10.3	5.2	5.4	3.3	Virginica
7.1	3.7	5.9	3.2	Setosa
7.0	5.2	6.2	1.9	Versicolor
10.0	4.9	9.0	2.1	Versicolor
7.6	6.9	3.6	2.3	Versicolor
9.2	6.8	4.1	4.8	Versicolor
9.2	3.6	5.6	2.9	Virginica
9.9	7.3	5.6	5.7	Virginica
6.3	3.0	2.9	3.6	Setosa
8.2	7.7	7.0	4.3	Virginica
6.6	2.8	4.5	5.8	Versicolor
8.5	6.5	7.3	5.2	Virginica
8.0	7.5	8.8	2.8	Virginica
8.7	5.8	6.7	2.0	Virginica
6.9	6.6	4.5	2.6	Setosa
6.9	7.7	5.5	3.2	Setosa
6.5	6.2	8.5	4.5	Versicolor
8.0	3.9	8.3	1.1	Versicolor
8.6	2.6	7.6	3.4	Virginica
5.6	6.4	5.4	3.3	Setosa
8.0	6.0	1.8	0.8	Setosa
6.6	6.4	5.1	2.8	Versicolor
6.3	4.7	5.0	2.2	Setosa
6.9	7.0	2.9	4.2	Setosa
10.2	3.8	6.7	3.7	Virginica
6.3	2.7	4.6	2.5	Versicolor
9.4	2.9	5.3	3.8	Versicolor
5.1	6.0	1.4	4.8	Setosa
8.4	4.6	2.0	2.2	Setosa
9.9	3.2	6.3	2.8	Versicolor
9.4	4.1	8.9	3.5	Versicolor
9.4	5.5	9.1	5.8	Virginica
6.0	4.1	7.4	4.7	Versicolor
8.0	5.7	4.4	0.2	Setosa
6.3	3.8	6.2	5.6	Versicolor
10.4	6.7	6.2	5.3	Virginica
9.0	5.0	3.1	0.6	Setosa
10.3	5.8	7.6	4.0	Virginica
8.6	5.3	7.4	3.0	Virginica
10.7	5.9	7.9	4.8	Virginica
8.3	3.8	7.4	4.3	Versicolor
7.8	6.9	3.6	2.7	Setosa
8.7	2.8	4.5	5.3	Versicolor
9.0	2.8	5.3	2.8	Setosa
8.9	3.1	6.1	4.3	Virginica
10.8	7.0	6.0	5.1	Virginica
8.2	2.9	6.7	5.3	Versicolor
8.3	7.1	4.0	5.2	Versicolor
5.9	7.5	7.2	4.0	Versicolor
8.0	6.0	9.2	6.5	Virginica
9.9	4.2	7.8	3.4	Virginica
8.1	7.1	4.0	4.7	Setosa
5.3	6.5	3.1	4.6	Setosa
8.8	5.0	6.0	4.4	Virginica
9.4	7.6	8.9	3.6	Virginica
10.2	5.5	7.8	1.8	Virginica
6.5	3.4	5.7	5.0	Versicolor
10.6	3.5	8.9	3.4	Versicolor
7.1	3.0	3.0	3.6	Versicolor
6.3	5.4	6.4	0.2	Setosa
9.2	6.5	5.5	2.0	Virginica
6.5	7.2	6.6	6.1	Versicolor
9.4	5.9	5.8	4.4	Setosa
8.3	4.4	6.3	3.3	Virginica
10.2	2.9	4.8	4.8	Versicolor
9.3	4.9	6.1	2.8	Virginica
5.9	6.4	3.7	3.9	Setosa
8.7	6.0	5.7	3.7	Versicolor
6.8	4.5	4.4	3.8	Setosa
8.6	4.0	5.1	2.3	Versicolor
8.0	3.5	8.0	3.8	Versicolor
10.0	8.0	5.3	1.2	Setosa
5.0	7.8	1.9	0.2	Setosa
6.2	5.2	8.0	2.0	Versicolor
8.6	4.7	4.7	3.3	Versicolor
8.1	3.3	1.7	3.0	Setosa
7.5	5.9	8.5	4.0	Versicolor
6.7	4.3	6.2	2.6	Virginica
8.4	2.9	5.4	4.2	Setosa
9.1	6.8	2.0	1.3	Setosa
9.5	3.4	5.5	3.2	Setosa
9.2	6.4	4.0	3.9	Setosa
4.9	3.0	2.3	4.2	Setosa
10.3	5.2	6.9	6.3	Virginica
7.1	4.8	5.7	1.2	Versicolor
6.8	4.6	4.6	3.2	Setosa
5.0	5.5	5.6	4.2	Setosa
8.7	6.7	5.4	3.4	Versicolor
8.9	4.0	6.5	5.7	Virginica
7.0	4.0	9.0	2.3	Virginica
8.1	7.0	4.4	5.1	Versicolor
9.4	6.3	9.1	2.9	Virginica
5.9	4.6	5.4	4.6	Setosa
9.9	3.4	3.5	0.9	Setosa
8.2	5.2	1.8	3.7	Setosa
7.4	4.4	3.7	1.7	Setosa
8.5	3.9	3.6	4.4	Setosa
10.6	7.5	5.9	3.1	Virginica
8.3	6.0	4.7	4.2	Setosa
6.9	3.1	7.0	2.3	Virginica
11.4	3.8	7.4	3.0	Virginica
12.2	5.5	6.6	2.3	Virginica
6.9	4.9	4.3	4.0	Versicolor
5.1	5.3	1.6	2.7	Setosa
8.7	3.8	5.7	6.0	Virginica
