petal.length	petal.width	variety
3.5	0.7	Setosa
6.6	3.0	Virginica
4.4	2.4	Versicolor
10.8	6.3	Virginica
7.9	4.3	Versicolor
8.8	6.3	Virginica
3.5	1.7	Setosa
2.7	2.2	Setosa
4.4	1.1	Versicolor
4.6	0.2	Setosa
7.0	2.5	Versicolor
5.7	1.0	Setosa
6.0	3.7	Setosa
3.1	2.9	Setosa
7.3	3.1	Versicolor
7.7	1.8	Versicolor
9.6	6.8	Virginica
6.9	2.3	Virginica
10.6	1.9	Virginica
7.9	2.0	Versicolor
4.5	5.5	Versicolor
4.8	5.9	Versicolor
5.1	1.1	Setosa
8.6	3.9	Versicolor
6.2	4.5	Virginica
5.5	2.5	Versicolor
3.7	3.7	Setosa
7.5	1.8	Versicolor
1.4	3.8	Setosa
7.5	5.3	Versicolor
3.2	4.7	Setosa
6.8	3.5	Versicolor
5.5	3.9	Setosa
7.5	3.5	Versicolor
11.1	6.1	Virginica
5.1	2.3	Versicolor
1.4	2.7	Setosa
10.4	5.1	Virginica
7.9	2.5	Virginica
5.2	3.9	Versicolor
5.8	0.3	Setosa
1.6	3.2	Setosa
8.3	5.6	Virginica
2.5	1.6	Setosa
1.8	1.7	Setosa
6.7	5.2	Virginica
5.9	4.6	Setosa
4.0	4.5	Versicolor
6.3	5.0	Versicolor
4.2	2.2	Versicolor
5.6	3.4	Virginica
10.4	5.3	Virginica
10.0	3.8	Virginica
5.3	4.3	Versicolor
6.2	1.8	Setosa
5.4	4.7	Versicolor
5.8	1.8	Virginica
8.1	6.0	Virginica
3.8	1.2	Setosa
9.3	5.3	Virginica
10.1	4.5	Virginica
6.0	2.8	Virginica
8.6	5.0	Versicolor
3.0	2.7	Setosa
8.2	1.9	Versicolor
8.7	5.5	Virginica
7.7	2.8	Virginica
2.5	4.7	Setosa
6.6	4.9	Virginica
6.0	2.3	Versicolor
7.6	5.4	Virginica
2.9	2.7	Setosa
3.9	5.7	Versicolor
3.4	4.2	Setosa
8.7	1.8	Versicolor
6.4	2.9	Versicolor
7.1	3.4	Virginica
9.3	5.7	Virginica
6.6	5.0	Versicolor
6.1	3.4	Virginica
9.6	3.3	Virginica
9.0	1.7	Versicolor
3.3	4.4	Setosa
4.4	2.7	Setosa
9.2	2.6	Virginica
7.4	1.9	Versicolor
5.4	1.7	Setosa
1.6	1.7	Setosa
5.0	2.7	Setosa
5.0	4.7	Virginica
6.2	1.0	Versicolor
7.0	2.0	Versicolor
8.3	5.8	Versicolor
7.9	4.6	Virginica
5.5	1.8	Virginica
5.0	5.9	Virginica
5.9	2.2	Setosa
4.6	4.1	Setosa
7.0	4.0	Virginica
4.5	2.9	Setosa
5.9	2.3	Setosa
1.3	0.3	Setosa
8.1	5.3	Versicolor
8.5	1.5	Virginica
4.6	4.7	Setosa
