sepal.length	sepal.width	petal.length	petal.width	variety
7.2	6.0	9.5	4.0	Virginica
8.4	6.6	4.4	4.1	Setosa
9.0	7.7	3.4	1.2	Setosa
9.7	6.0	7.8	3.3	Virginica
7.4	7.7	8.8	2.8	Virginica
5.9	6.7	8.8	1.8	Versicolor
8.4	6.8	10.1	5.4	Virginica
9.2	8.3	6.2	1.3	Setosa
9.0	2.8	5.5	1.8	Versicolor
8.0	7.5	5.8	4.3	Virginica
9.6	7.4	4.6	4.3	Versicolor
8.0	7.7	1.7	4.2	Setosa
8.4	6.2	9.0	3.0	Versicolor
9.6	3.5	7.0	1.1	Versicolor
6.2	3.3	6.0	1.8	Versicolor
7.1	3.3	5.9	2.0	Virginica
7.7	6.8	8.2	5.5	Virginica
6.7	5.0	5.0	3.2	Versicolor
7.8	2.8	7.9	4.8	Versicolor
6.0	3.5	2.3	3.3	Setosa
5.7	4.1	6.5	2.0	Versicolor
8.2	4.7	6.9	4.4	Versicolor
9.0	7.3	6.1	3.0	Versicolor
7.7	5.2	4.1	1.7	Setosa
8.5	6.2	8.2	5.9	Versicolor
9.0	3.3	4.3	2.0	Versicolor
6.1	6.4	7.7	3.9	Versicolor
11.1	4.5	4.4	5.9	Versicolor
7.4	4.4	5.8	4.9	Setosa
8.6	3.1	6.0	2.2	Setosa
6.8	4.7	5.6	4.4	Virginica
7.3	4.8	8.2	6.1	Versicolor
7.9	7.3	8.1	2.1	Virginica
8.3	7.5	1.4	3.6	Setosa
6.0	3.9	6.0	0.7	Setosa
8.2	7.8	9.2	2.7	Virginica
8.2	6.8	8.7	4.6	Virginica
9.7	3.5	2.0	0.2	Setosa
7.2	5.7	7.0	5.8	Virginica
9.7	4.3	4.1	3.8	Versicolor
8.8	5.4	7.3	5.8	Virginica
8.6	7.4	7.6	1.8	Versicolor
8.7	5.1	7.4	4.8	Virginica
8.4	4.1	4.5	2.2	Setosa
6.6	7.6	3.5	3.7	Setosa
11.3	3.0	9.0	4.1	Virginica
7.9	4.3	9.9	4.0	Virginica
9.2	3.4	5.4	4.3	Virginica
7.7	6.5	8.6	3.3	Virginica
11.4	7.6	6.1	4.8	Virginica
9.2	4.3	10.7	6.5	Virginica
9.1	7.0	1.4	0.7	Setosa
10.3	4.8	9.6	2.5	Virginica
6.6	8.3	6.4	2.9	Setosa
6.8	3.0	6.4	5.0	Versicolor
9.6	8.3	4.5	2.8	Setosa
6.8	7.1	5.1	1.2	Setosa
9.2	6.9	6.7	1.8	Versicolor
4.9	7.0	7.5	4.2	Virginica
8.6	4.5	4.9	1.1	Versicolor
9.7	5.9	4.8	5.3	Versicolor
6.5	5.9	5.5	6.0	Versicolor
10.5	4.0	8.3	2.7	Virginica
6.8	5.7	10.4	5.8	Virginica
6.4	3.9	3.2	4.7	Setosa
6.1	4.7	1.4	4.2	Setosa
6.5	2.4	4.2	2.5	Versicolor
10.9	6.2	7.3	1.9	Virginica
6.7	7.5	7.7	3.7	Versicolor
8.1	6.6	5.6	4.4	Virginica
7.9	7.7	1.3	3.2	Setosa
7.6	4.3	5.7	1.7	Versicolor
8.9	5.5	7.1	2.3	Virginica
9.3	4.0	1.9	4.3	Setosa
7.9	7.2	10.2	5.3	Virginica
6.6	3.0	6.6	4.8	Versicolor
8.8	8.0	2.2	4.2	Setosa
9.2	6.3	5.3	4.8	Virginica
9.6	7.2	4.5	2.9	Setosa
8.2	3.1	7.6	6.9	Virginica
8.5	6.9	3.6	0.4	Setosa
7.9	3.6	8.9	1.5	Versicolor
10.3	3.9	9.1	6.4	Virginica
8.4	5.6	5.0	2.1	Setosa
8.0	6.5	9.5	5.3	Virginica
7.3	5.9	1.6	2.7	Setosa
7.8	6.3	5.1	6.9	Virginica
6.0	4.7	5.0	4.5	Versicolor
5.1	6.5	3.9	0.8	Setosa
6.3	4.3	8.0	4.0	Virginica
7.2	5.1	10.6	3.0	Virginica
6.4	3.3	9.6	3.7	Virginica
9.0	6.5	8.0	3.8	Versicolor
4.9	4.0	3.4	3.2	Setosa
9.3	5.2	3.0	3.7	Setosa
7.5	3.0	7.5	3.5	Versicolor
5.4	5.7	6.0	4.2	Setosa
10.5	6.7	6.1	3.0	Virginica
10.6	7.0	11.1	5.1	Virginica
6.8	3.5	4.6	1.1	Setosa
9.8	4.2	8.1	1.0	Versicolor
7.6	7.8	2.2	0.5	Setosa
10.6	3.0	8.9	2.8	Virginica
10.3	4.9	10.1	3.8	Virginica
9.7	7.0	9.7	3.8	Virginica
