sepal.length	sepal.width	variety
8.6	6.5	Versicolor
8.7	3.4	Versicolor
6.2	5.8	Versicolor
9.6	5.9	Setosa
9.9	4.2	Virginica
5.9	3.5	Versicolor
11.7	4.8	Virginica
7.9	7.5	Setosa
11.3	6.2	Virginica
11.5	7.7	Versicolor
7.8	3.5	Setosa
5.2	6.5	Setosa
9.5	4.3	Versicolor
9.0	3.5	Setosa
10.2	4.0	Virginica
9.5	6.9	Versicolor
7.8	4.2	Setosa
4.6	3.4	Setosa
6.3	6.0	Setosa
9.4	8.3	Virginica
6.9	3.8	Virginica
6.7	3.5	Versicolor
9.8	5.8	Virginica
9.6	4.5	Versicolor
5.8	5.5	Setosa
7.9	7.6	Setosa
7.8	2.7	Virginica
6.8	3.3	Versicolor
11.9	6.3	Virginica
7.7	6.4	Virginica
8.3	4.2	Versicolor
7.7	3.0	Versicolor
7.0	4.5	Virginica
10.7	3.0	Virginica
8.3	2.8	Virginica
8.3	7.0	Virginica
7.3	7.3	Virginica
7.8	4.9	Virginica
6.2	3.8	Versicolor
5.8	5.9	Setosa
8.2	3.2	Versicolor
6.6	3.5	Virginica
4.8	4.6	Setosa
10.7	6.6	Virginica
5.1	8.0	Setosa
8.7	7.1	Versicolor
8.6	5.7	Versicolor
10.5	2.8	Versicolor
4.5	2.3	Setosa
7.1	6.9	Versicolor
5.0	7.8	Setosa
9.4	5.4	Versicolor
7.0	7.5	Virginica
10.2	6.8	Virginica
9.6	3.3	Versicolor
10.6	7.1	Virginica
5.4	3.0	Virginica
9.2	7.2	Virginica
8.6	4.5	Versicolor
8.4	8.2	Setosa
11.1	3.0	Virginica
10.1	4.4	Versicolor
6.0	2.5	Versicolor
8.0	4.2	Versicolor
6.4	3.9	Setosa
6.0	4.5	Setosa
6.6	3.8	Setosa
5.1	7.1	Setosa
7.0	3.0	Virginica
6.7	7.0	Virginica
7.0	2.6	Versicolor
8.0	6.5	Setosa
8.9	5.1	Versicolor
8.4	4.0	Setosa
7.8	5.3	Versicolor
7.5	3.7	Virginica
10.2	8.4	Setosa
9.6	7.7	Setosa
7.8	4.2	Virginica
5.5	3.9	Setosa
7.7	4.1	Virginica
7.0	8.0	Setosa
8.7	5.6	Setosa
8.0	5.1	Setosa
7.0	2.4	Versicolor
10.8	6.4	Virginica
7.6	3.0	Versicolor
9.1	5.3	Versicolor
12.1	5.0	Virginica
7.7	5.6	Versicolor
7.9	3.6	Virginica
7.0	4.5	Versicolor
9.6	7.0	Setosa
6.5	6.4	Setosa
9.1	6.5	Versicolor
8.4	3.4	Setosa
7.0	3.5	Virginica
11.2	6.5	Virginica
10.3	5.6	Versicolor
7.9	3.8	Virginica
7.7	4.2	Versicolor
9.4	2.9	Versicolor
8.9	4.1	Virginica
6.4	3.0	Virginica
9.5	5.9	Versicolor
