petal.length	variety
6.0	Versicolor
6.1	Versicolor
9.4	Virginica
5.9	Virginica
6.0	Setosa
2.1	Setosa
8.0	Virginica
9.6	Virginica
6.5	Versicolor
6.7	Versicolor
5.5	Setosa
1.4	Setosa
1.7	Setosa
5.7	Setosa
5.4	Setosa
9.0	Virginica
5.0	Versicolor
2.4	Setosa
7.9	Virginica
3.8	Setosa
7.4	Versicolor
5.3	Setosa
5.9	Setosa
7.5	Versicolor
5.3	Setosa
6.1	Virginica
1.9	Setosa
9.6	Virginica
7.3	Versicolor
3.5	Setosa
7.5	Virginica
6.2	Versicolor
9.3	Versicolor
6.9	Virginica
1.4	Setosa
6.8	Versicolor
6.1	Virginica
6.9	Versicolor
5.6	Versicolor
4.7	Versicolor
2.9	Setosa
8.0	Versicolor
10.3	Virginica
4.4	Versicolor
5.5	Versicolor
6.6	Virginica
4.5	Setosa
2.1	Setosa
9.5	Virginica
1.3	Setosa
10.0	Virginica
9.6	Virginica
5.9	Setosa
6.6	Virginica
7.4	Versicolor
2.9	Setosa
9.7	Virginica
7.6	Virginica
3.9	Setosa
4.5	Setosa
7.6	Virginica
6.0	Setosa
4.6	Versicolor
5.0	Setosa
3.1	Setosa
9.2	Virginica
5.6	Virginica
7.9	Versicolor
6.8	Virginica
5.2	Versicolor
2.9	Setosa
8.6	Virginica
9.0	Virginica
4.6	Setosa
8.7	Versicolor
9.7	Virginica
5.3	Setosa
4.9	Versicolor
7.1	Virginica
6.6	Virginica
8.7	Virginica
9.0	Virginica
6.8	Virginica
1.7	Setosa
8.0	Versicolor
7.1	Versicolor
9.2	Versicolor
6.2	Versicolor
4.0	Setosa
5.8	Versicolor
8.0	Versicolor
4.1	Versicolor
1.5	Setosa
4.8	Versicolor
5.1	Virginica
5.2	Versicolor
7.5	Versicolor
8.0	Virginica
3.0	Setosa
1.8	Setosa
7.1	Virginica
5.0	Versicolor
5.9	Virginica
5.4	Setosa
9.0	Versicolor
