petal.length	petal.width	variety
5.3	4.4	Virginica
6.7	1.5	Versicolor
6.8	1.3	Versicolor
4.5	1.5	Versicolor
2.9	0.2	Setosa
7.5	2.2	Versicolor
1.5	4.8	Setosa
6.1	3.4	Setosa
1.5	4.7	Setosa
5.1	4.3	Versicolor
8.9	2.1	Virginica
3.2	4.3	Setosa
8.2	5.2	Versicolor
1.4	4.7	Setosa
6.4	0.7	Setosa
7.0	2.5	Versicolor
4.7	3.8	Versicolor
2.0	0.7	Setosa
8.0	6.1	Versicolor
6.5	4.5	Versicolor
6.5	3.3	Virginica
4.9	1.4	Setosa
6.5	2.5	Versicolor
5.2	6.8	Virginica
7.0	5.0	Virginica
6.7	6.5	Virginica
5.0	4.4	Setosa
5.8	4.3	Virginica
10.0	4.8	Virginica
4.4	4.7	Setosa
8.1	4.4	Versicolor
6.0	5.0	Versicolor
6.5	7.0	Virginica
8.8	4.1	Virginica
4.4	3.3	Versicolor
4.6	2.7	Setosa
5.6	2.6	Virginica
8.0	4.7	Virginica
5.6	4.4	Virginica
3.6	1.7	Setosa
2.0	0.4	Setosa
7.6	6.0	Virginica
5.9	3.7	Versicolor
4.0	1.8	Versicolor
7.4	4.4	Versicolor
8.2	4.8	Versicolor
5.0	1.2	Setosa
5.4	4.2	Setosa
9.2	2.5	Versicolor
7.6	5.0	Versicolor
3.8	4.2	Setosa
5.9	5.4	Versicolor
4.6	3.2	Setosa
7.3	2.8	Virginica
5.5	3.8	Versicolor
4.8	5.3	Virginica
3.5	3.7	Setosa
7.9	4.0	Versicolor
5.6	4.0	Virginica
6.0	2.5	Versicolor
9.5	4.3	Virginica
4.7	2.7	Setosa
4.9	1.8	Virginica
1.7	3.2	Setosa
4.9	4.0	Virginica
6.9	6.3	Virginica
7.8	4.1	Versicolor
3.9	4.3	Setosa
7.5	2.8	Versicolor
8.8	3.2	Virginica
2.1	1.1	Setosa
10.7	2.7	Virginica
9.4	2.5	Versicolor
4.2	2.7	Setosa
6.7	1.4	Versicolor
5.4	4.6	Setosa
8.1	5.8	Virginica
4.2	1.7	Versicolor
4.8	4.7	Setosa
6.6	4.3	Versicolor
8.2	6.5	Virginica
3.4	0.2	Setosa
9.1	2.6	Virginica
2.8	3.7	Setosa
8.6	3.8	Versicolor
5.4	4.6	Virginica
8.6	3.0	Versicolor
10.2	5.6	Virginica
7.6	5.6	Versicolor
2.9	2.8	Setosa
8.8	5.4	Versicolor
5.5	1.7	Setosa
4.2	3.0	Setosa
5.6	1.2	Setosa
5.4	5.4	Versicolor
11.4	6.8	Virginica
3.3	1.3	Setosa
3.9	0.7	Setosa
6.0	3.7	Setosa
6.5	1.1	Versicolor
8.1	3.3	Virginica
9.1	6.4	Virginica
6.3	4.8	Virginica
2.3	1.7	Setosa
6.1	4.9	Virginica
