petal.length	petal.width	variety
7.4	4.9	Versicolor
9.7	6.8	Virginica
6.0	1.9	Setosa
8.5	2.8	Versicolor
5.3	1.8	Versicolor
3.9	1.3	Setosa
6.6	2.4	Virginica
5.2	2.2	Setosa
1.9	0.6	Setosa
8.3	5.7	Virginica
8.5	5.8	Versicolor
5.5	2.2	Setosa
7.8	3.8	Virginica
7.0	3.5	Virginica
4.0	5.2	Versicolor
7.4	2.5	Virginica
5.6	6.8	Virginica
4.3	2.7	Setosa
1.3	4.3	Setosa
5.6	3.9	Virginica
2.6	2.9	Setosa
6.9	4.2	Versicolor
5.0	4.7	Setosa
7.8	5.8	Virginica
8.6	4.9	Virginica
6.4	4.2	Setosa
6.6	4.1	Virginica
7.4	2.8	Virginica
6.3	2.3	Virginica
10.5	1.8	Virginica
2.3	0.3	Setosa
6.6	4.9	Virginica
3.2	2.0	Setosa
5.0	3.2	Versicolor
5.4	2.6	Virginica
6.6	1.0	Versicolor
8.0	4.5	Virginica
9.0	3.0	Versicolor
7.9	3.5	Versicolor
8.5	1.8	Versicolor
7.0	2.3	Virginica
5.3	6.4	Virginica
4.8	2.1	Versicolor
8.6	4.9	Virginica
7.0	1.3	Versicolor
8.7	3.5	Virginica
6.0	5.5	Versicolor
6.8	2.8	Virginica
4.9	4.9	Versicolor
3.7	3.5	Versicolor
2.8	0.2	Setosa
5.6	2.1	Setosa
3.2	2.7	Setosa
4.7	4.4	Versicolor
6.0	1.5	Versicolor
5.6	5.9	Virginica
6.8	2.9	Versicolor
10.6	6.0	Virginica
3.7	3.2	Setosa
6.5	5.1	Virginica
6.6	3.0	Versicolor
8.2	6.1	Versicolor
5.5	4.7	Setosa
4.9	1.7	Setosa
3.8	5.0	Versicolor
1.4	4.2	Setosa
6.5	1.5	Versicolor
1.6	3.7	Setosa
5.6	1.7	Setosa
5.6	2.8	Virginica
7.2	5.5	Versicolor
4.0	2.0	Versicolor
3.2	4.4	Setosa
1.9	4.8	Setosa
7.3	3.8	Versicolor
8.7	3.5	Versicolor
1.9	3.6	Setosa
5.8	3.8	Versicolor
9.1	5.6	Virginica
10.6	2.8	Virginica
2.0	2.2	Setosa
5.0	1.5	Versicolor
5.4	5.3	Virginica
5.0	0.6	Setosa
6.8	3.6	Virginica
3.6	1.2	Setosa
2.5	3.7	Setosa
5.9	0.2	Setosa
9.6	3.9	Virginica
4.8	4.5	Versicolor
4.2	3.3	Versicolor
5.0	3.4	Setosa
7.9	5.3	Virginica
9.7	4.3	Virginica
5.6	2.3	Versicolor
2.8	0.7	Setosa
6.0	3.4	Virginica
9.2	5.4	Versicolor
8.6	3.4	Versicolor
8.6	1.3	Versicolor
8.2	6.7	Virginica
6.7	2.6	Virginica
6.5	5.8	Virginica
3.4	0.7	Setosa
5.1	2.5	Virginica
