sepal.width	variety
6.7	Versicolor
6.8	Virginica
3.9	Setosa
8.3	Setosa
5.4	Versicolor
6.5	Virginica
4.4	Versicolor
3.7	Versicolor
5.8	Versicolor
4.3	Virginica
7.5	Versicolor
6.1	Versicolor
5.0	Virginica
7.3	Versicolor
3.9	Versicolor
3.8	Virginica
8.1	Setosa
3.5	Setosa
3.1	Setosa
5.8	Virginica
7.4	Setosa
5.0	Versicolor
5.4	Versicolor
5.6	Versicolor
5.7	Setosa
7.0	Virginica
5.6	Setosa
6.8	Setosa
6.5	Versicolor
7.5	Setosa
2.8	Setosa
3.9	Versicolor
3.0	Versicolor
7.3	Virginica
7.5	Setosa
3.5	Virginica
5.3	Setosa
4.6	Versicolor
4.0	Setosa
3.0	Versicolor
4.4	Setosa
6.3	Virginica
7.8	Setosa
3.0	Versicolor
4.6	Setosa
4.7	Setosa
3.0	Virginica
3.9	Versicolor
5.5	Setosa
7.9	Setosa
3.7	Virginica
4.7	Virginica
5.0	Versicolor
6.2	Virginica
5.4	Setosa
7.5	Virginica
6.0	Versicolor
7.0	Virginica
5.9	Setosa
7.2	Setosa
5.1	Setosa
5.7	Versicolor
7.9	Setosa
5.3	Versicolor
3.5	Setosa
6.9	Virginica
5.6	Virginica
4.6	Setosa
5.8	Versicolor
7.3	Versicolor
4.3	Virginica
5.2	Setosa
5.4	Versicolor
6.9	Virginica
8.3	Setosa
7.9	Setosa
6.5	Versicolor
4.3	Virginica
7.0	Versicolor
7.2	Setosa
6.1	Virginica
6.2	Virginica
5.7	Versicolor
7.1	Virginica
2.2	Versicolor
4.1	Versicolor
6.0	Virginica
3.6	Versicolor
6.4	Virginica
6.3	Versicolor
4.0	Virginica
4.2	Setosa
7.9	Versicolor
7.7	Virginica
4.2	Versicolor
5.1	Setosa
6.6	Virginica
6.5	Virginica
6.0	Virginica
3.4	Setosa
3.1	Virginica
3.4	Versicolor
4.2	Virginica
4.8	Virginica
7.4	Setosa
