sepal.length	variety
5.6	Versicolor
11.9	Virginica
7.2	Setosa
8.0	Virginica
6.7	Versicolor
7.0	Setosa
7.6	Versicolor
8.9	Virginica
11.2	Versicolor
6.3	Versicolor
8.1	Virginica
7.4	Setosa
8.6	Setosa
6.6	Setosa
7.6	Versicolor
10.4	Versicolor
8.6	Virginica
6.8	Setosa
8.3	Versicolor
7.2	Virginica
8.1	Versicolor
7.6	Versicolor
9.1	Versicolor
6.6	Setosa
8.9	Setosa
7.2	Setosa
6.1	Setosa
9.4	Virginica
8.7	Virginica
7.2	Versicolor
6.1	Setosa
8.3	Virginica
8.4	Setosa
9.2	Virginica
5.2	Setosa
6.9	Virginica
8.5	Virginica
7.9	Versicolor
10.8	Versicolor
6.5	Versicolor
6.0	Versicolor
7.3	Virginica
9.8	Virginica
6.1	Versicolor
8.3	Setosa
9.0	Versicolor
9.2	Virginica
8.7	Versicolor
6.8	Virginica
5.8	Versicolor
6.2	Setosa
5.4	Setosa
5.0	Setosa
8.2	Setosa
9.0	Virginica
7.8	Setosa
9.6	Versicolor
6.6	Versicolor
10.8	Virginica
6.4	Versicolor
6.4	Setosa
9.7	Virginica
7.9	Setosa
6.7	Virginica
10.0	Virginica
8.2	Versicolor
11.3	Versicolor
9.2	Virginica
9.3	Virginica
8.7	Versicolor
8.1	Versicolor
9.6	Virginica
9.4	Virginica
11.2	Versicolor
7.7	Virginica
8.5	Setosa
8.7	Setosa
8.5	Setosa
8.0	Versicolor
6.4	Setosa
7.7	Setosa
8.0	Versicolor
7.0	Setosa
9.2	Virginica
6.9	Setosa
11.2	Virginica
6.7	Versicolor
5.1	Setosa
8.8	Setosa
5.9	Versicolor
7.8	Setosa
7.1	Setosa
6.8	Virginica
7.4	Setosa
7.0	Virginica
9.8	Virginica
9.1	Virginica
7.4	Virginica
10.7	Virginica
5.5	Versicolor
6.1	Setosa
6.3	Setosa
8.9	Setosa
5.9	Versicolor
5.8	Versicolor
