petal.length	variety
6.3	Virginica
11.2	Virginica
4.8	Setosa
4.8	Setosa
9.1	Virginica
8.1	Versicolor
5.1	Setosa
5.5	Virginica
6.0	Setosa
8.2	Versicolor
8.5	Virginica
8.4	Virginica
9.2	Versicolor
5.4	Versicolor
9.3	Virginica
7.9	Versicolor
5.8	Virginica
2.5	Setosa
4.7	Setosa
9.1	Virginica
6.2	Versicolor
5.1	Setosa
6.9	Virginica
2.0	Setosa
9.6	Virginica
7.6	Versicolor
9.0	Versicolor
8.4	Versicolor
8.7	Virginica
2.7	Setosa
8.9	Versicolor
1.5	Setosa
3.9	Setosa
7.4	Virginica
8.3	Versicolor
6.9	Versicolor
5.7	Virginica
6.6	Versicolor
4.4	Setosa
4.7	Versicolor
4.3	Versicolor
7.3	Versicolor
3.6	Setosa
2.9	Setosa
2.0	Setosa
4.9	Setosa
9.9	Virginica
8.4	Versicolor
8.0	Versicolor
3.8	Versicolor
5.1	Virginica
7.8	Virginica
6.1	Virginica
5.3	Setosa
5.0	Setosa
6.5	Versicolor
7.1	Virginica
7.1	Virginica
2.9	Setosa
6.5	Versicolor
4.8	Setosa
7.5	Versicolor
5.3	Virginica
5.7	Versicolor
9.2	Versicolor
6.0	Versicolor
7.7	Versicolor
6.6	Virginica
4.9	Setosa
3.8	Setosa
4.2	Setosa
8.9	Virginica
6.7	Versicolor
5.5	Setosa
4.8	Setosa
5.5	Versicolor
8.0	Virginica
6.7	Versicolor
7.7	Virginica
7.0	Virginica
5.0	Virginica
4.2	Setosa
3.7	Setosa
6.0	Versicolor
9.0	Virginica
5.4	Setosa
6.6	Virginica
1.4	Setosa
4.0	Versicolor
6.0	Versicolor
7.3	Versicolor
6.3	Versicolor
6.0	Versicolor
5.6	Setosa
2.4	Setosa
4.8	Setosa
8.1	Virginica
4.6	Setosa
9.8	Virginica
8.1	Versicolor
2.9	Setosa
3.6	Setosa
1.4	Setosa
7.8	Versicolor
10.1	Virginica
