petal.width	variety
0.7	Setosa
3.2	Versicolor
2.3	Virginica
6.5	Virginica
4.7	Setosa
4.3	Setosa
4.4	Virginica
4.9	Setosa
4.4	Setosa
3.0	Versicolor
4.8	Setosa
3.4	Virginica
5.1	Versicolor
0.8	Setosa
0.7	Setosa
0.2	Setosa
3.9	Versicolor
3.5	Versicolor
3.2	Setosa
1.3	Versicolor
1.7	Setosa
4.7	Setosa
3.7	Virginica
4.2	Setosa
6.0	Versicolor
1.7	Setosa
6.4	Virginica
6.3	Virginica
2.3	Versicolor
1.9	Versicolor
2.2	Virginica
5.8	Virginica
2.6	Virginica
3.0	Virginica
4.0	Versicolor
1.1	Setosa
4.3	Versicolor
5.4	Versicolor
5.0	Versicolor
4.7	Setosa
2.7	Versicolor
5.2	Versicolor
4.1	Virginica
4.2	Setosa
3.2	Setosa
4.2	Versicolor
2.5	Versicolor
3.7	Setosa
4.1	Setosa
2.8	Setosa
5.8	Virginica
4.5	Versicolor
4.2	Setosa
2.8	Virginica
1.9	Virginica
2.0	Versicolor
4.5	Virginica
4.6	Virginica
5.8	Versicolor
3.6	Virginica
2.3	Virginica
2.8	Setosa
3.3	Virginica
0.7	Setosa
3.1	Setosa
5.9	Virginica
3.8	Virginica
3.8	Virginica
4.4	Versicolor
2.0	Virginica
1.6	Versicolor
2.5	Versicolor
2.3	Versicolor
2.3	Virginica
2.8	Setosa
5.4	Virginica
2.4	Setosa
6.5	Virginica
4.6	Setosa
1.7	Setosa
5.5	Versicolor
4.3	Versicolor
2.5	Virginica
1.8	Virginica
5.8	Versicolor
3.4	Virginica
0.7	Setosa
6.7	Virginica
1.7	Setosa
3.1	Versicolor
4.3	Versicolor
0.2	Setosa
6.8	Virginica
3.1	Setosa
2.6	Virginica
5.3	Virginica
6.2	Virginica
1.8	Virginica
2.3	Virginica
1.7	Versicolor
5.2	Versicolor
1.0	Setosa
3.2	Setosa
1.6	Versicolor
5.0	Virginica
