sepal.length	sepal.width	petal.length	petal.width	variety
9.4	3.9	4.5	4.9	Setosa
6.1	4.5	5.0	1.1	Versicolor
7.0	3.9	9.0	1.5	Versicolor
7.6	5.9	4.1	4.8	Versicolor
8.0	5.0	3.5	2.0	Versicolor
7.6	5.0	7.4	5.1	Versicolor
7.8	3.0	6.4	1.5	Versicolor
4.3	7.0	1.1	3.6	Setosa
8.3	3.8	5.9	3.3	Versicolor
8.4	4.6	4.4	2.1	Setosa
8.1	7.9	5.0	3.2	Setosa
8.5	5.4	6.8	3.6	Versicolor
9.0	6.8	4.5	4.8	Versicolor
8.0	2.5	7.0	1.3	Versicolor
6.2	6.8	8.6	4.3	Versicolor
5.9	7.0	5.9	2.2	Setosa
5.7	3.9	6.7	3.8	Versicolor
5.9	6.5	1.8	2.2	Setosa
5.9	5.2	8.8	3.3	Versicolor
6.8	5.4	10.1	4.4	Virginica
7.4	3.7	6.8	5.8	Virginica
9.5	6.3	1.4	4.7	Setosa
8.3	4.9	1.9	2.2	Setosa
4.7	6.2	5.1	0.2	Setosa
7.3	3.2	6.6	3.9	Virginica
9.7	5.6	5.5	4.0	Versicolor
8.8	6.5	1.7	1.7	Setosa
5.9	5.0	8.0	2.0	Versicolor
6.9	3.1	5.9	6.0	Versicolor
10.9	7.2	5.5	1.5	Versicolor
8.8	4.2	8.9	5.3	Virginica
9.5	4.8	3.8	1.5	Versicolor
8.8	6.8	5.6	6.0	Virginica
9.1	6.3	2.9	3.4	Setosa
7.6	3.5	7.6	4.1	Virginica
9.9	3.9	3.2	3.9	Setosa
7.6	8.3	5.6	3.2	Setosa
8.9	5.3	6.1	5.9	Virginica
9.4	5.1	3.5	0.6	Setosa
8.0	5.7	2.7	0.2	Setosa
9.0	6.7	3.4	2.7	Setosa
8.8	5.7	5.5	3.2	Setosa
8.2	7.5	8.7	2.2	Versicolor
9.3	6.7	6.4	1.2	Versicolor
8.8	3.9	10.8	3.3	Virginica
9.7	8.1	3.0	3.1	Setosa
7.0	7.4	5.5	3.1	Versicolor
9.2	5.2	5.9	3.4	Versicolor
4.4	3.2	5.8	1.7	Setosa
8.8	5.9	3.6	4.7	Setosa
6.1	3.0	8.0	2.5	Versicolor
7.4	7.6	7.1	2.8	Virginica
9.2	7.4	1.4	3.7	Setosa
10.2	6.6	10.1	6.5	Virginica
9.2	6.0	10.6	2.3	Virginica
9.5	3.0	6.5	1.8	Virginica
7.2	3.0	5.5	5.5	Virginica
7.1	3.0	7.6	4.3	Versicolor
10.8	3.8	6.3	1.4	Versicolor
8.2	7.6	7.6	2.9	Virginica
11.2	7.6	4.7	4.5	Versicolor
9.9	6.6	9.5	2.3	Virginica
4.6	6.7	4.4	2.2	Setosa
11.7	3.8	8.2	6.2	Virginica
7.8	5.0	9.0	5.4	Virginica
10.1	3.5	8.4	3.1	Virginica
6.4	5.5	7.6	2.3	Virginica
9.2	6.0	7.0	3.2	Versicolor
8.2	7.0	3.0	0.2	Setosa
10.2	4.3	9.3	5.8	Virginica
11.0	7.0	7.2	6.5	Virginica
8.0	6.0	8.8	6.3	Virginica
9.7	5.8	7.2	5.6	Virginica
10.3	4.7	8.6	5.9	Virginica
9.0	4.5	5.8	3.8	Setosa
6.3	7.3	8.5	3.0	Virginica
8.8	3.2	8.1	5.0	Versicolor
8.8	4.6	5.6	4.7	Setosa
8.1	5.4	6.6	1.8	Versicolor
7.0	2.2	8.0	4.5	Virginica
6.6	5.8	5.0	4.8	Versicolor
7.7	4.3	11.2	6.5	Virginica
7.7	3.4	6.9	6.3	Virginica
6.5	3.0	10.3	5.2	Virginica
9.9	7.4	5.8	4.4	Setosa
7.0	3.5	1.8	0.7	Setosa
9.0	3.2	4.5	1.0	Versicolor
6.9	3.0	5.0	2.2	Virginica
7.6	4.5	8.6	5.9	Versicolor
6.9	7.9	5.7	3.7	Setosa
8.6	3.4	1.4	1.8	Setosa
7.9	6.7	6.7	6.3	Virginica
10.2	5.0	8.2	5.3	Virginica
7.9	6.9	6.8	1.0	Versicolor
11.2	6.6	11.4	5.8	Virginica
8.7	6.7	6.0	4.8	Virginica
6.6	7.6	4.0	3.7	Setosa
5.8	4.0	5.9	3.8	Setosa
9.1	7.0	4.9	3.7	Setosa
7.5	7.2	8.6	3.5	Virginica
7.9	3.5	7.7	2.5	Versicolor
6.5	4.9	1.6	1.9	Setosa
9.1	3.0	6.9	1.9	Versicolor
8.8	7.7	9.4	3.8	Virginica
6.1	5.6	8.6	2.9	Virginica
