sepal.length	variety
6.7	Setosa
10.7	Versicolor
9.7	Versicolor
7.2	Versicolor
6.5	Versicolor
7.5	Virginica
6.6	Versicolor
10.7	Virginica
7.4	Virginica
5.6	Versicolor
5.7	Versicolor
4.4	Setosa
6.1	Setosa
8.5	Versicolor
7.4	Virginica
6.3	Versicolor
5.6	Virginica
8.5	Versicolor
9.5	Setosa
10.8	Virginica
10.6	Virginica
7.9	Setosa
9.4	Versicolor
8.1	Setosa
6.0	Virginica
11.1	Versicolor
6.3	Versicolor
8.8	Setosa
6.9	Setosa
6.9	Virginica
6.6	Virginica
9.5	Versicolor
6.1	Setosa
9.5	Versicolor
7.3	Setosa
8.9	Setosa
10.2	Virginica
6.3	Virginica
5.6	Setosa
6.6	Setosa
6.7	Versicolor
5.8	Setosa
6.5	Setosa
7.0	Virginica
6.8	Versicolor
9.2	Virginica
8.0	Setosa
6.4	Virginica
7.2	Setosa
10.2	Virginica
9.9	Virginica
8.2	Virginica
10.4	Virginica
6.7	Setosa
8.9	Versicolor
9.5	Setosa
8.6	Versicolor
5.6	Setosa
4.3	Setosa
6.0	Versicolor
8.4	Virginica
6.3	Virginica
10.1	Versicolor
8.0	Versicolor
12.4	Virginica
7.2	Setosa
11.4	Virginica
8.0	Versicolor
10.9	Virginica
6.4	Setosa
7.6	Setosa
6.3	Versicolor
8.1	Setosa
6.7	Versicolor
9.1	Versicolor
5.5	Setosa
4.6	Setosa
7.2	Virginica
9.3	Virginica
8.8	Versicolor
5.4	Versicolor
9.1	Versicolor
6.7	Versicolor
7.7	Virginica
5.4	Setosa
10.3	Versicolor
6.0	Setosa
8.3	Virginica
11.0	Versicolor
5.9	Versicolor
10.1	Virginica
7.5	Setosa
7.7	Virginica
4.9	Virginica
6.7	Versicolor
8.2	Virginica
7.5	Virginica
8.1	Virginica
7.1	Versicolor
6.3	Virginica
6.7	Virginica
7.3	Virginica
10.0	Virginica
6.5	Setosa
5.4	Setosa
