sepal.length	sepal.width	petal.length	variety
8.6	3.8	5.5	Setosa
7.9	6.6	3.0	Setosa
8.7	6.1	6.1	Virginica
7.9	7.7	7.5	Versicolor
9.9	7.6	8.4	Versicolor
8.0	5.7	1.4	Setosa
9.7	5.6	7.9	Versicolor
8.3	6.9	8.1	Virginica
10.7	5.8	9.7	Virginica
8.9	8.2	2.0	Setosa
7.7	7.3	5.1	Versicolor
9.7	6.4	8.7	Versicolor
9.3	5.4	8.1	Virginica
6.2	5.8	8.0	Versicolor
8.2	7.4	5.9	Setosa
6.8	6.5	2.4	Setosa
9.1	3.9	5.6	Versicolor
9.0	5.5	10.3	Virginica
10.2	2.6	7.0	Versicolor
6.2	4.7	4.9	Versicolor
8.8	3.2	6.9	Versicolor
10.1	2.9	6.2	Versicolor
10.0	4.5	5.5	Versicolor
10.4	6.0	7.2	Versicolor
7.2	5.5	7.7	Versicolor
6.4	7.4	5.0	Setosa
7.9	5.1	8.4	Virginica
10.8	7.3	7.1	Virginica
8.6	7.8	5.1	Setosa
6.4	5.1	8.0	Virginica
6.8	3.0	4.9	Setosa
6.8	7.1	4.1	Setosa
7.5	7.4	8.0	Versicolor
7.9	7.0	8.6	Virginica
9.0	6.5	5.5	Virginica
6.9	7.2	7.8	Virginica
7.1	4.4	6.1	Versicolor
8.9	6.5	5.3	Setosa
10.9	5.8	8.6	Virginica
8.8	4.5	8.5	Virginica
9.9	6.5	9.0	Versicolor
8.3	6.3	5.3	Versicolor
7.5	7.0	4.8	Setosa
12.2	7.0	10.6	Virginica
9.0	5.2	9.1	Versicolor
8.6	7.5	1.9	Setosa
10.1	3.8	9.2	Versicolor
9.0	6.9	1.6	Setosa
12.2	7.3	11.2	Virginica
5.0	4.5	5.0	Versicolor
5.5	3.4	7.2	Versicolor
8.0	7.2	5.7	Setosa
8.2	8.4	3.5	Setosa
10.3	4.7	7.9	Virginica
7.6	5.4	4.5	Setosa
5.6	6.6	5.0	Setosa
5.6	3.7	1.4	Setosa
5.5	2.6	8.9	Versicolor
8.9	4.5	8.5	Virginica
9.8	7.2	5.6	Versicolor
8.2	5.7	4.3	Setosa
9.2	7.5	7.3	Virginica
6.1	2.7	6.2	Versicolor
6.1	5.5	6.4	Versicolor
7.0	5.2	5.2	Versicolor
10.9	7.2	7.2	Virginica
6.6	2.5	6.5	Versicolor
9.2	5.0	9.0	Virginica
8.1	7.5	4.4	Versicolor
8.5	6.8	6.3	Versicolor
5.7	7.3	2.2	Setosa
6.6	7.1	5.5	Setosa
5.9	5.6	3.0	Setosa
11.7	7.2	9.0	Virginica
7.0	3.8	6.5	Versicolor
8.4	3.8	6.6	Virginica
10.0	2.4	5.8	Versicolor
6.9	6.4	4.2	Setosa
7.5	5.5	5.1	Setosa
8.6	7.3	6.5	Versicolor
9.3	5.8	9.2	Versicolor
7.2	5.9	5.4	Virginica
5.9	3.4	5.9	Setosa
6.5	4.0	1.3	Setosa
7.7	6.1	4.7	Versicolor
9.5	6.8	4.9	Setosa
10.5	4.7	7.5	Virginica
11.4	7.8	6.9	Virginica
9.3	7.7	3.5	Setosa
7.0	5.5	6.8	Virginica
5.9	7.4	3.8	Setosa
9.3	5.0	5.2	Setosa
7.3	5.3	6.6	Virginica
9.5	7.4	2.5	Setosa
9.6	7.3	4.9	Virginica
9.1	5.5	8.6	Versicolor
7.9	6.4	3.7	Setosa
9.1	4.8	3.7	Setosa
5.6	4.2	5.0	Setosa
7.0	3.7	7.6	Virginica
7.6	6.0	6.4	Virginica
7.7	7.5	6.7	Virginica
7.7	7.7	6.1	Setosa
8.0	4.8	5.3	Setosa
11.2	5.5	7.3	Virginica
