sepal.width	petal.length	petal.width	variety
3.0	7.4	1.8	Virginica
7.0	6.2	3.5	Versicolor
3.1	7.9	2.6	Virginica
2.6	4.0	5.0	Versicolor
5.5	3.4	3.8	Setosa
3.4	1.5	4.2	Setosa
4.0	7.6	3.9	Versicolor
2.3	5.3	2.5	Versicolor
6.0	5.4	1.3	Setosa
2.7	7.6	2.4	Virginica
5.2	6.6	3.1	Versicolor
4.8	9.9	6.5	Virginica
5.2	3.9	2.2	Setosa
4.5	4.2	3.2	Versicolor
6.4	7.3	1.6	Versicolor
5.1	3.5	1.2	Setosa
7.8	5.9	4.9	Setosa
7.5	2.2	0.2	Setosa
3.5	4.9	3.2	Setosa
3.8	1.4	3.7	Setosa
6.3	4.6	1.2	Setosa
6.3	8.5	2.8	Versicolor
4.9	5.1	1.9	Setosa
3.7	6.5	1.5	Versicolor
7.3	8.6	4.5	Versicolor
5.0	5.8	5.3	Virginica
4.8	10.7	3.2	Virginica
3.4	5.2	4.0	Versicolor
5.0	4.3	1.2	Setosa
4.4	9.3	2.8	Virginica
5.7	3.6	0.7	Setosa
4.1	6.1	6.3	Virginica
4.2	3.9	4.4	Versicolor
5.9	1.4	1.7	Setosa
4.0	6.9	2.1	Versicolor
5.5	6.8	5.8	Virginica
6.4	5.0	4.0	Versicolor
6.9	7.3	2.0	Versicolor
6.0	3.1	2.2	Setosa
3.7	6.5	5.5	Virginica
5.8	7.6	1.5	Virginica
7.1	5.0	1.2	Versicolor
5.3	10.2	4.0	Virginica
4.2	10.4	4.8	Virginica
6.0	7.5	2.5	Versicolor
6.1	3.5	1.7	Setosa
5.9	7.6	4.3	Virginica
7.5	4.1	4.6	Setosa
4.0	7.6	2.3	Virginica
6.1	9.6	2.9	Virginica
4.2	4.8	4.3	Versicolor
4.9	4.6	3.8	Versicolor
6.5	6.4	5.9	Versicolor
4.4	7.7	1.8	Versicolor
4.9	6.6	5.9	Virginica
6.3	5.2	0.8	Setosa
5.9	7.3	4.8	Versicolor
7.3	8.7	2.7	Versicolor
3.0	1.6	4.1	Setosa
4.8	7.9	4.5	Virginica
7.0	5.9	4.0	Versicolor
4.7	9.6	5.0	Virginica
8.9	3.5	2.9	Setosa
4.8	8.3	1.8	Virginica
4.0	7.5	2.0	Versicolor
5.5	8.0	2.8	Versicolor
2.5	6.0	4.9	Virginica
7.0	1.9	1.1	Setosa
5.1	4.9	3.9	Versicolor
3.5	8.0	2.8	Virginica
4.0	9.5	2.5	Virginica
7.0	7.0	3.7	Virginica
5.1	6.1	1.9	Virginica
3.4	1.4	3.8	Setosa
7.5	4.9	2.7	Setosa
2.9	7.1	3.3	Versicolor
3.9	7.3	3.3	Versicolor
3.6	4.5	1.1	Setosa
4.8	6.6	1.9	Virginica
5.6	8.7	5.5	Versicolor
4.8	9.2	6.5	Virginica
3.9	3.6	2.2	Setosa
6.5	10.1	4.3	Virginica
6.7	10.5	5.8	Virginica
7.4	5.4	1.2	Setosa
8.6	5.0	3.6	Setosa
3.8	3.0	1.8	Setosa
6.8	5.3	1.4	Versicolor
6.0	5.8	2.1	Virginica
7.0	4.1	2.3	Versicolor
5.2	2.4	4.7	Setosa
4.9	6.7	1.4	Versicolor
4.3	7.7	3.6	Virginica
6.9	1.3	4.4	Setosa
7.0	8.5	2.7	Versicolor
5.7	6.5	1.5	Versicolor
7.0	7.8	3.7	Virginica
6.2	5.7	4.4	Versicolor
4.8	8.6	5.1	Virginica
3.8	4.5	4.8	Versicolor
2.2	4.0	5.5	Versicolor
6.1	6.9	4.0	Versicolor
6.3	6.9	4.8	Versicolor
6.9	6.0	2.2	Setosa
5.7	3.5	2.2	Setosa
