petal.length	variety
5.1	Setosa
6.5	Versicolor
9.0	Versicolor
10.7	Virginica
1.9	Setosa
1.4	Setosa
2.3	Setosa
6.1	Versicolor
8.0	Versicolor
4.5	Versicolor
4.0	Setosa
6.6	Virginica
3.6	Setosa
5.9	Versicolor
8.0	Virginica
5.4	Setosa
4.5	Setosa
6.2	Versicolor
8.6	Virginica
3.9	Versicolor
7.4	Versicolor
7.4	Virginica
2.0	Setosa
6.1	Versicolor
10.4	Virginica
7.1	Versicolor
7.6	Virginica
7.7	Versicolor
9.5	Virginica
6.6	Virginica
7.9	Versicolor
7.4	Versicolor
3.5	Setosa
7.9	Virginica
1.5	Setosa
5.0	Virginica
8.6	Versicolor
6.0	Setosa
2.7	Setosa
1.5	Setosa
2.3	Setosa
4.5	Setosa
9.1	Virginica
1.0	Setosa
4.7	Versicolor
3.4	Setosa
4.5	Versicolor
8.3	Virginica
9.3	Virginica
5.4	Virginica
7.8	Versicolor
7.0	Versicolor
6.2	Virginica
6.4	Virginica
9.7	Virginica
7.2	Versicolor
2.9	Setosa
8.2	Versicolor
8.6	Virginica
6.1	Versicolor
6.5	Virginica
10.6	Virginica
1.7	Setosa
4.5	Versicolor
8.8	Virginica
4.7	Setosa
9.2	Versicolor
6.1	Versicolor
1.3	Setosa
8.3	Virginica
4.6	Versicolor
3.5	Setosa
5.6	Setosa
2.5	Setosa
6.5	Versicolor
4.9	Setosa
5.7	Setosa
11.1	Virginica
9.6	Virginica
9.1	Virginica
1.7	Setosa
8.0	Virginica
5.6	Virginica
6.0	Versicolor
5.8	Versicolor
5.8	Virginica
8.7	Virginica
8.0	Versicolor
7.5	Virginica
2.6	Setosa
3.4	Setosa
5.9	Versicolor
5.3	Setosa
3.8	Setosa
8.4	Versicolor
3.8	Versicolor
9.8	Virginica
5.9	Setosa
7.2	Virginica
5.8	Virginica
8.0	Versicolor
4.1	Setosa
6.8	Versicolor
6.0	Versicolor
6.7	Versicolor
