sepal.width	variety
3.0	Versicolor
6.9	Versicolor
3.0	Virginica
5.4	Setosa
4.4	Setosa
3.4	Versicolor
7.2	Virginica
5.0	Setosa
7.4	Versicolor
6.2	Virginica
6.5	Virginica
4.8	Virginica
7.5	Setosa
6.5	Virginica
7.1	Versicolor
4.4	Versicolor
3.5	Versicolor
4.2	Setosa
5.1	Virginica
7.5	Virginica
3.4	Virginica
4.5	Versicolor
4.9	Virginica
5.8	Versicolor
5.5	Virginica
4.0	Virginica
5.1	Versicolor
4.6	Versicolor
6.0	Versicolor
7.1	Virginica
2.8	Virginica
3.6	Setosa
7.4	Virginica
4.2	Virginica
4.0	Virginica
5.2	Versicolor
5.3	Versicolor
3.8	Virginica
4.6	Setosa
7.8	Virginica
6.1	Setosa
7.0	Versicolor
3.2	Virginica
6.3	Versicolor
7.5	Virginica
6.8	Virginica
6.5	Setosa
4.4	Versicolor
7.4	Setosa
7.7	Versicolor
4.1	Virginica
6.4	Setosa
5.0	Setosa
3.0	Virginica
3.6	Setosa
6.3	Setosa
7.5	Setosa
2.5	Virginica
4.4	Setosa
6.0	Virginica
8.2	Setosa
4.4	Setosa
6.3	Virginica
5.0	Virginica
6.6	Virginica
3.2	Versicolor
5.8	Versicolor
4.1	Virginica
5.9	Setosa
4.6	Setosa
6.3	Virginica
6.2	Virginica
5.1	Virginica
3.7	Versicolor
6.7	Versicolor
5.3	Virginica
5.0	Versicolor
7.7	Virginica
6.0	Versicolor
6.0	Virginica
6.7	Versicolor
5.1	Setosa
7.2	Setosa
6.4	Versicolor
5.2	Versicolor
4.8	Versicolor
4.0	Versicolor
4.4	Setosa
7.2	Virginica
5.2	Versicolor
2.8	Versicolor
7.8	Virginica
8.3	Setosa
7.5	Setosa
4.4	Virginica
6.3	Versicolor
7.1	Versicolor
3.8	Setosa
8.4	Setosa
7.0	Setosa
3.8	Virginica
4.4	Setosa
6.0	Virginica
6.1	Versicolor
5.5	Versicolor
