petal.length	variety
7.8	Versicolor
8.2	Versicolor
4.0	Setosa
7.4	Versicolor
3.8	Setosa
5.2	Versicolor
3.4	Setosa
5.4	Versicolor
4.8	Versicolor
6.0	Virginica
5.0	Setosa
7.5	Versicolor
5.6	Virginica
7.5	Versicolor
10.1	Virginica
8.4	Versicolor
5.6	Virginica
8.2	Versicolor
9.4	Virginica
8.0	Virginica
9.4	Virginica
6.0	Virginica
5.0	Virginica
10.3	Virginica
2.6	Setosa
11.2	Virginica
3.4	Setosa
6.2	Setosa
9.7	Virginica
9.6	Virginica
10.3	Virginica
4.5	Versicolor
9.4	Virginica
2.6	Setosa
6.6	Virginica
5.8	Setosa
7.6	Virginica
6.4	Versicolor
4.9	Setosa
3.9	Setosa
9.6	Virginica
1.3	Setosa
7.0	Virginica
3.5	Setosa
5.7	Setosa
5.6	Versicolor
9.3	Virginica
5.6	Versicolor
8.3	Virginica
6.5	Versicolor
7.6	Virginica
7.6	Virginica
8.9	Virginica
8.6	Versicolor
2.3	Setosa
9.6	Virginica
5.5	Setosa
4.5	Setosa
5.7	Versicolor
7.4	Virginica
4.0	Setosa
7.6	Virginica
1.2	Setosa
8.3	Virginica
6.0	Versicolor
2.9	Setosa
7.3	Virginica
8.2	Virginica
8.7	Virginica
5.1	Setosa
5.9	Versicolor
4.0	Versicolor
3.2	Setosa
6.6	Virginica
6.6	Versicolor
5.8	Versicolor
6.0	Versicolor
8.3	Virginica
5.5	Virginica
4.8	Versicolor
1.9	Setosa
5.0	Setosa
8.6	Virginica
4.7	Setosa
5.0	Versicolor
8.5	Versicolor
8.9	Versicolor
5.4	Versicolor
6.7	Versicolor
7.1	Versicolor
4.9	Versicolor
3.8	Setosa
5.0	Versicolor
2.5	Setosa
5.4	Setosa
7.1	Virginica
6.7	Versicolor
5.6	Setosa
6.5	Versicolor
7.7	Virginica
4.4	Setosa
6.0	Setosa
7.2	Virginica
7.2	Versicolor
9.0	Versicolor
