sepal.width	variety
4.0	Virginica
4.6	Virginica
4.9	Virginica
3.3	Virginica
5.3	Setosa
4.8	Versicolor
5.6	Setosa
5.5	Versicolor
3.8	Virginica
4.3	Versicolor
5.7	Virginica
7.4	Setosa
5.6	Versicolor
6.3	Versicolor
4.4	Versicolor
5.9	Setosa
3.4	Versicolor
4.8	Virginica
6.0	Versicolor
4.5	Versicolor
5.4	Versicolor
6.5	Virginica
4.5	Virginica
3.9	Setosa
4.1	Versicolor
3.2	Setosa
6.0	Virginica
6.3	Setosa
4.5	Setosa
2.8	Versicolor
5.9	Virginica
5.0	Versicolor
5.5	Versicolor
7.5	Setosa
7.7	Setosa
3.0	Virginica
7.6	Virginica
4.3	Virginica
4.7	Virginica
3.1	Versicolor
6.4	Setosa
7.5	Versicolor
8.0	Setosa
6.0	Virginica
7.7	Versicolor
4.0	Versicolor
5.3	Virginica
4.8	Versicolor
3.8	Setosa
5.8	Virginica
7.6	Setosa
5.6	Virginica
4.5	Setosa
5.5	Versicolor
6.0	Setosa
5.2	Virginica
7.5	Virginica
5.7	Setosa
5.2	Virginica
5.9	Setosa
7.6	Setosa
7.0	Virginica
5.9	Versicolor
5.7	Virginica
3.3	Versicolor
6.0	Virginica
4.1	Versicolor
7.8	Virginica
4.1	Virginica
8.1	Setosa
3.2	Virginica
5.9	Versicolor
3.0	Virginica
3.8	Virginica
3.8	Versicolor
7.8	Setosa
7.7	Setosa
6.9	Versicolor
5.3	Setosa
5.0	Setosa
5.2	Setosa
3.0	Setosa
7.9	Setosa
5.0	Virginica
6.0	Virginica
3.8	Virginica
5.5	Versicolor
5.4	Setosa
3.9	Setosa
8.0	Setosa
2.8	Virginica
7.0	Virginica
7.1	Setosa
7.0	Versicolor
5.1	Versicolor
3.5	Virginica
7.4	Versicolor
2.7	Versicolor
4.2	Virginica
2.5	Virginica
4.8	Versicolor
3.0	Versicolor
5.4	Setosa
4.5	Versicolor
5.0	Versicolor
