petal.length	variety
1.5	Setosa
4.6	Versicolor
5.4	Setosa
8.8	Versicolor
8.9	Virginica
7.8	Virginica
8.2	Versicolor
1.6	Setosa
2.9	Setosa
8.0	Versicolor
6.8	Versicolor
4.6	Setosa
6.1	Versicolor
6.4	Versicolor
7.9	Versicolor
1.9	Setosa
5.5	Virginica
3.0	Setosa
6.2	Virginica
7.2	Versicolor
8.5	Virginica
6.4	Versicolor
6.5	Versicolor
9.8	Virginica
3.0	Setosa
8.4	Virginica
4.2	Setosa
3.9	Setosa
7.1	Virginica
3.8	Versicolor
5.3	Virginica
9.1	Versicolor
8.7	Virginica
8.1	Virginica
7.6	Virginica
1.9	Setosa
9.5	Versicolor
7.3	Versicolor
6.9	Virginica
5.1	Setosa
4.1	Versicolor
5.0	Versicolor
7.0	Versicolor
7.1	Virginica
4.9	Versicolor
8.4	Versicolor
9.6	Virginica
9.0	Versicolor
5.1	Versicolor
8.4	Versicolor
5.5	Versicolor
1.3	Setosa
9.5	Virginica
5.7	Setosa
8.2	Versicolor
5.6	Virginica
4.5	Versicolor
10.3	Virginica
9.2	Versicolor
4.5	Setosa
8.5	Versicolor
8.2	Versicolor
8.1	Virginica
8.5	Versicolor
2.9	Setosa
2.6	Setosa
6.3	Virginica
4.5	Setosa
5.7	Versicolor
5.4	Virginica
9.0	Virginica
7.6	Virginica
5.8	Setosa
6.6	Virginica
7.1	Virginica
4.0	Setosa
10.5	Virginica
2.9	Setosa
3.3	Setosa
6.1	Virginica
6.9	Virginica
6.0	Setosa
6.6	Versicolor
5.1	Setosa
1.6	Setosa
4.4	Setosa
10.2	Virginica
9.9	Virginica
6.1	Setosa
1.9	Setosa
9.7	Virginica
4.9	Setosa
8.1	Virginica
5.3	Versicolor
8.3	Virginica
8.5	Versicolor
9.2	Virginica
1.4	Setosa
7.0	Versicolor
8.0	Virginica
9.0	Versicolor
8.8	Virginica
3.6	Setosa
5.2	Versicolor
5.5	Virginica
