sepal.width	variety
4.0	Setosa
6.3	Virginica
7.5	Virginica
4.6	Virginica
4.6	Setosa
5.9	Versicolor
6.3	Versicolor
3.6	Setosa
7.0	Virginica
5.3	Setosa
4.1	Versicolor
5.7	Setosa
5.4	Versicolor
3.5	Virginica
3.8	Versicolor
6.9	Versicolor
7.0	Virginica
5.0	Virginica
7.3	Virginica
2.7	Virginica
3.2	Virginica
6.1	Setosa
5.5	Versicolor
6.2	Setosa
3.4	Versicolor
5.8	Setosa
5.7	Versicolor
3.0	Setosa
3.2	Setosa
2.8	Versicolor
3.3	Versicolor
3.5	Versicolor
2.4	Versicolor
4.0	Setosa
7.3	Setosa
6.0	Versicolor
2.6	Versicolor
5.2	Setosa
7.8	Versicolor
6.0	Versicolor
4.0	Virginica
3.9	Versicolor
7.8	Virginica
7.2	Setosa
6.7	Virginica
5.2	Setosa
7.3	Virginica
4.9	Setosa
6.8	Setosa
4.6	Virginica
7.1	Setosa
4.9	Setosa
5.0	Virginica
6.9	Virginica
6.8	Versicolor
3.7	Versicolor
7.0	Virginica
3.4	Setosa
2.5	Virginica
7.0	Setosa
5.5	Virginica
3.6	Setosa
6.9	Setosa
6.8	Versicolor
5.6	Virginica
3.6	Versicolor
3.7	Versicolor
2.7	Versicolor
5.6	Versicolor
3.5	Versicolor
5.2	Setosa
7.1	Virginica
4.8	Versicolor
6.4	Setosa
6.5	Versicolor
6.5	Virginica
5.9	Virginica
2.3	Versicolor
4.0	Setosa
7.4	Versicolor
3.4	Setosa
5.9	Versicolor
6.5	Versicolor
7.9	Setosa
7.0	Versicolor
5.9	Setosa
3.3	Virginica
3.2	Virginica
6.6	Virginica
3.3	Virginica
6.0	Virginica
6.1	Setosa
8.4	Setosa
7.8	Setosa
7.5	Setosa
6.1	Setosa
6.5	Setosa
6.8	Setosa
4.5	Setosa
4.8	Virginica
4.0	Virginica
3.1	Virginica
3.8	Virginica
6.2	Versicolor
5.1	Versicolor
