sepal.width	variety
7.8	Setosa
5.8	Virginica
4.0	Setosa
5.9	Setosa
7.4	Setosa
4.4	Setosa
5.2	Virginica
2.7	Virginica
5.0	Virginica
7.1	Setosa
3.9	Virginica
3.3	Setosa
6.7	Virginica
5.5	Versicolor
4.6	Virginica
7.0	Virginica
5.5	Virginica
5.1	Versicolor
6.1	Setosa
7.5	Versicolor
4.2	Virginica
3.4	Versicolor
5.2	Virginica
6.6	Virginica
4.5	Versicolor
3.9	Versicolor
6.5	Setosa
4.1	Virginica
5.6	Setosa
6.2	Setosa
5.6	Setosa
8.0	Setosa
4.1	Virginica
2.7	Versicolor
2.4	Versicolor
3.7	Versicolor
4.8	Versicolor
2.4	Versicolor
3.5	Versicolor
8.3	Virginica
6.5	Virginica
3.7	Versicolor
5.7	Setosa
6.8	Versicolor
8.7	Setosa
7.3	Virginica
6.0	Versicolor
3.0	Virginica
5.5	Virginica
3.3	Virginica
5.8	Virginica
4.0	Virginica
6.2	Setosa
3.6	Versicolor
6.8	Versicolor
6.4	Versicolor
7.2	Virginica
5.9	Setosa
5.1	Virginica
5.4	Setosa
4.0	Setosa
3.2	Versicolor
7.1	Setosa
3.6	Virginica
3.5	Setosa
3.9	Setosa
4.2	Virginica
3.8	Versicolor
6.1	Versicolor
3.4	Setosa
6.3	Setosa
5.5	Versicolor
6.2	Setosa
4.7	Versicolor
5.5	Versicolor
7.7	Setosa
6.2	Setosa
2.4	Versicolor
3.4	Versicolor
5.7	Versicolor
4.3	Virginica
6.0	Virginica
4.8	Virginica
6.5	Versicolor
5.8	Virginica
5.0	Setosa
8.0	Setosa
7.1	Virginica
4.4	Versicolor
7.6	Setosa
5.7	Versicolor
7.3	Setosa
3.4	Setosa
7.0	Virginica
3.3	Versicolor
6.4	Virginica
5.8	Virginica
4.9	Setosa
4.5	Versicolor
3.9	Versicolor
3.5	Setosa
5.5	Virginica
5.5	Virginica
5.3	Versicolor
2.9	Versicolor
