sepal.length	sepal.width	variety
10.0	6.0	Virginica
8.6	4.8	Setosa
7.6	5.2	Versicolor
8.3	5.7	Virginica
11.1	4.5	Virginica
10.0	7.0	Setosa
5.4	5.9	Setosa
8.9	7.1	Setosa
10.0	3.9	Versicolor
6.9	4.4	Setosa
10.8	2.8	Virginica
8.4	4.0	Setosa
5.6	7.4	Versicolor
9.8	5.4	Virginica
8.3	5.0	Virginica
6.9	5.1	Setosa
10.0	5.1	Versicolor
8.8	2.3	Versicolor
6.2	5.9	Setosa
8.0	3.2	Versicolor
10.1	5.0	Versicolor
9.2	3.6	Versicolor
8.2	3.6	Virginica
10.9	6.8	Virginica
9.0	4.5	Setosa
10.0	4.2	Setosa
9.9	3.3	Virginica
8.7	6.6	Versicolor
8.1	3.9	Versicolor
9.8	3.3	Virginica
8.9	6.2	Setosa
6.8	4.0	Versicolor
6.2	3.5	Virginica
6.5	4.1	Setosa
6.2	3.3	Virginica
8.6	5.0	Setosa
9.1	3.5	Versicolor
7.3	5.0	Virginica
8.3	5.7	Virginica
5.2	3.2	Versicolor
8.6	3.9	Setosa
8.5	6.7	Virginica
9.4	3.2	Virginica
8.3	3.2	Versicolor
8.4	4.7	Virginica
7.9	4.5	Versicolor
9.7	7.6	Setosa
11.0	6.5	Virginica
5.7	2.8	Versicolor
8.8	4.7	Virginica
5.6	5.3	Virginica
8.3	5.2	Virginica
7.0	3.2	Versicolor
9.5	4.9	Versicolor
5.5	7.0	Versicolor
6.7	4.9	Virginica
8.7	7.8	Virginica
5.1	6.2	Setosa
6.5	6.4	Setosa
9.4	5.6	Virginica
7.7	6.7	Virginica
8.3	7.0	Setosa
8.5	4.8	Setosa
9.7	6.0	Virginica
9.1	2.5	Versicolor
6.1	6.8	Setosa
8.1	7.8	Setosa
9.9	7.5	Virginica
8.2	2.9	Versicolor
7.7	4.5	Virginica
5.9	7.4	Setosa
6.9	6.7	Virginica
9.7	6.3	Virginica
7.2	3.2	Setosa
7.3	5.2	Versicolor
4.8	6.6	Setosa
5.3	7.4	Setosa
10.7	5.5	Virginica
8.4	5.1	Virginica
7.8	6.4	Virginica
9.9	7.4	Versicolor
6.6	5.9	Versicolor
11.2	3.6	Virginica
10.6	4.5	Virginica
8.8	7.5	Setosa
5.6	4.4	Setosa
7.3	5.9	Setosa
8.4	4.5	Setosa
4.6	5.1	Setosa
9.2	3.2	Versicolor
5.1	7.2	Setosa
7.7	7.4	Versicolor
9.9	3.1	Versicolor
10.5	6.7	Versicolor
10.1	7.3	Versicolor
10.0	6.8	Versicolor
6.5	7.5	Setosa
8.7	4.8	Virginica
6.0	2.2	Virginica
10.1	6.5	Versicolor
6.8	5.5	Setosa
6.5	3.0	Setosa
10.4	3.0	Versicolor
9.9	7.4	Setosa
5.8	3.3	Virginica
