petal.length	variety
7.6	Virginica
8.7	Virginica
1.5	Setosa
6.8	Versicolor
1.5	Setosa
5.3	Versicolor
3.4	Setosa
7.8	Versicolor
5.8	Versicolor
8.1	Versicolor
7.9	Virginica
5.6	Versicolor
7.0	Versicolor
9.0	Virginica
8.1	Versicolor
3.0	Setosa
7.4	Virginica
7.4	Virginica
8.2	Virginica
5.4	Setosa
4.6	Setosa
4.7	Versicolor
7.7	Virginica
5.2	Versicolor
8.7	Versicolor
4.6	Setosa
4.7	Setosa
1.8	Setosa
6.4	Versicolor
4.5	Setosa
5.8	Setosa
7.4	Virginica
6.0	Setosa
9.0	Versicolor
8.2	Virginica
6.9	Versicolor
8.6	Virginica
5.9	Setosa
7.6	Virginica
2.5	Setosa
8.1	Virginica
3.6	Setosa
4.9	Setosa
5.3	Setosa
5.4	Setosa
5.4	Virginica
4.5	Versicolor
1.3	Setosa
6.6	Virginica
3.4	Setosa
6.8	Virginica
4.9	Versicolor
6.4	Virginica
5.0	Versicolor
2.7	Setosa
4.5	Versicolor
1.9	Setosa
5.8	Virginica
7.0	Versicolor
6.2	Virginica
10.0	Virginica
6.4	Versicolor
2.4	Setosa
6.2	Versicolor
5.0	Versicolor
7.5	Virginica
1.4	Setosa
2.5	Setosa
2.0	Setosa
7.0	Versicolor
6.5	Virginica
7.3	Virginica
3.3	Setosa
3.5	Setosa
9.1	Versicolor
7.3	Virginica
5.4	Setosa
6.0	Versicolor
6.7	Virginica
10.1	Virginica
5.4	Setosa
6.3	Versicolor
6.2	Setosa
4.0	Setosa
8.6	Virginica
5.2	Versicolor
1.7	Setosa
4.1	Setosa
8.1	Virginica
6.1	Virginica
5.0	Setosa
5.8	Versicolor
8.5	Versicolor
8.5	Versicolor
4.5	Versicolor
7.1	Versicolor
6.8	Versicolor
6.9	Versicolor
6.8	Virginica
8.6	Virginica
7.6	Virginica
6.5	Versicolor
7.1	Virginica
2.9	Setosa
2.0	Setosa
