sepal.length	sepal.width	variety
9.2	6.1	Versicolor
9.8	4.0	Virginica
7.1	6.5	Setosa
11.2	8.1	Virginica
8.0	5.5	Virginica
6.5	6.0	Setosa
10.3	4.8	Virginica
6.2	6.3	Virginica
7.6	6.4	Versicolor
10.1	4.0	Versicolor
9.5	2.8	Versicolor
6.4	5.2	Versicolor
7.9	3.8	Virginica
7.0	3.2	Virginica
8.7	4.4	Versicolor
6.9	6.6	Virginica
7.1	4.8	Versicolor
10.8	6.4	Virginica
7.7	2.6	Virginica
7.2	3.1	Virginica
7.6	7.1	Setosa
7.7	5.0	Virginica
9.1	5.0	Versicolor
8.2	4.7	Setosa
7.0	3.4	Versicolor
10.0	7.0	Virginica
10.0	3.4	Versicolor
6.9	3.9	Setosa
5.9	3.5	Versicolor
4.5	4.8	Setosa
8.0	6.1	Setosa
10.5	4.4	Versicolor
9.6	5.2	Setosa
8.8	7.9	Setosa
9.0	3.7	Virginica
4.6	5.7	Setosa
9.2	5.3	Virginica
6.8	4.4	Virginica
10.2	6.8	Virginica
8.9	5.9	Setosa
6.4	3.6	Setosa
7.9	7.7	Virginica
8.7	3.1	Versicolor
9.7	3.0	Virginica
8.7	4.0	Virginica
6.7	6.2	Setosa
9.5	4.1	Versicolor
6.9	4.2	Versicolor
8.6	7.4	Setosa
10.0	7.0	Virginica
7.9	5.3	Virginica
7.5	4.5	Virginica
11.1	6.0	Virginica
8.8	5.2	Virginica
8.9	6.9	Setosa
10.9	7.2	Virginica
9.7	7.3	Virginica
10.4	6.0	Versicolor
6.5	5.7	Setosa
11.5	3.2	Versicolor
7.5	5.5	Versicolor
8.8	4.0	Versicolor
5.8	7.5	Setosa
7.3	7.2	Versicolor
5.0	3.5	Setosa
10.6	4.3	Versicolor
8.9	5.6	Setosa
8.3	6.8	Virginica
9.7	2.2	Versicolor
8.6	5.9	Setosa
5.6	5.4	Versicolor
9.4	3.1	Virginica
9.6	7.1	Virginica
10.9	5.8	Virginica
5.1	6.8	Setosa
9.4	7.6	Setosa
9.0	3.3	Setosa
5.9	7.0	Setosa
7.6	3.2	Versicolor
8.7	6.5	Virginica
8.0	5.3	Versicolor
5.7	4.5	Virginica
4.6	6.6	Setosa
8.6	6.5	Versicolor
6.6	5.5	Versicolor
6.8	3.7	Virginica
5.5	4.9	Setosa
5.8	7.2	Setosa
7.7	3.4	Versicolor
10.4	4.5	Virginica
5.9	6.2	Setosa
7.5	6.2	Setosa
4.8	3.9	Setosa
9.6	7.3	Virginica
7.0	5.4	Setosa
9.4	4.1	Virginica
6.8	5.0	Setosa
11.7	4.7	Virginica
10.6	5.5	Virginica
6.2	2.7	Versicolor
8.7	4.5	Versicolor
9.5	4.2	Versicolor
7.8	4.1	Setosa
7.2	6.4	Setosa
9.2	2.8	Versicolor
