sepal.width	variety
7.5	Versicolor
5.3	Versicolor
2.8	Setosa
2.9	Virginica
7.6	Virginica
3.1	Versicolor
6.5	Setosa
4.8	Versicolor
7.4	Setosa
5.7	Setosa
6.2	Setosa
6.2	Virginica
2.8	Virginica
7.8	Setosa
4.5	Versicolor
6.7	Versicolor
3.1	Virginica
7.2	Virginica
5.5	Setosa
3.1	Versicolor
3.5	Virginica
3.5	Versicolor
6.4	Virginica
3.9	Setosa
5.4	Setosa
3.7	Virginica
5.2	Setosa
4.4	Versicolor
6.0	Virginica
6.1	Versicolor
5.9	Versicolor
3.3	Versicolor
5.8	Setosa
4.6	Setosa
6.6	Versicolor
6.5	Setosa
7.0	Versicolor
5.8	Versicolor
4.1	Versicolor
5.4	Setosa
4.8	Virginica
5.8	Virginica
6.8	Virginica
6.1	Virginica
6.3	Setosa
6.2	Setosa
6.5	Setosa
5.6	Setosa
3.0	Setosa
5.8	Versicolor
7.2	Versicolor
5.4	Versicolor
5.8	Versicolor
3.2	Setosa
5.5	Setosa
7.0	Setosa
7.6	Setosa
7.9	Setosa
3.5	Virginica
5.0	Setosa
6.9	Versicolor
7.0	Setosa
4.9	Versicolor
6.2	Setosa
4.8	Virginica
6.0	Versicolor
2.8	Virginica
5.2	Virginica
2.8	Virginica
3.2	Virginica
5.2	Versicolor
7.3	Virginica
3.5	Versicolor
5.4	Setosa
4.0	Setosa
3.9	Setosa
4.8	Virginica
5.0	Virginica
4.4	Versicolor
2.5	Versicolor
7.1	Virginica
5.0	Virginica
5.4	Virginica
3.5	Setosa
5.3	Setosa
7.0	Versicolor
3.3	Virginica
6.5	Virginica
2.8	Versicolor
3.2	Virginica
4.3	Versicolor
7.7	Versicolor
3.5	Virginica
7.9	Virginica
4.4	Versicolor
3.5	Virginica
6.2	Versicolor
4.3	Setosa
5.9	Versicolor
5.5	Virginica
4.6	Virginica
4.0	Virginica
5.4	Setosa
2.8	Versicolor
3.5	Virginica
