petal.length	variety
6.1	Virginica
3.8	Setosa
4.4	Setosa
4.5	Setosa
3.0	Setosa
7.7	Versicolor
6.2	Versicolor
7.3	Virginica
6.5	Versicolor
2.6	Setosa
1.7	Setosa
2.0	Setosa
5.5	Virginica
5.6	Virginica
7.5	Virginica
1.7	Setosa
4.0	Setosa
8.2	Versicolor
4.9	Setosa
2.5	Setosa
6.6	Versicolor
7.6	Virginica
6.9	Virginica
8.1	Virginica
2.4	Setosa
8.0	Virginica
7.9	Versicolor
4.3	Versicolor
10.1	Virginica
8.9	Virginica
5.6	Virginica
6.7	Versicolor
1.8	Setosa
4.8	Setosa
5.7	Virginica
6.0	Virginica
10.2	Virginica
5.6	Setosa
1.3	Setosa
5.5	Versicolor
4.3	Setosa
5.6	Versicolor
6.0	Versicolor
7.8	Versicolor
9.1	Virginica
6.7	Versicolor
7.2	Virginica
1.7	Setosa
2.5	Setosa
5.1	Setosa
9.3	Versicolor
11.1	Virginica
7.1	Virginica
2.7	Setosa
5.6	Setosa
6.2	Versicolor
5.9	Setosa
8.0	Versicolor
9.7	Virginica
7.6	Virginica
2.0	Setosa
7.4	Versicolor
10.1	Virginica
4.4	Setosa
8.1	Versicolor
9.1	Virginica
3.4	Setosa
7.9	Virginica
6.3	Versicolor
8.1	Versicolor
4.7	Versicolor
4.0	Setosa
8.5	Versicolor
9.4	Virginica
1.9	Setosa
4.8	Setosa
8.8	Versicolor
8.5	Virginica
7.6	Versicolor
4.0	Setosa
5.4	Virginica
3.2	Setosa
4.0	Setosa
5.4	Setosa
5.5	Setosa
6.6	Versicolor
9.4	Virginica
6.5	Versicolor
6.6	Versicolor
3.9	Setosa
9.5	Virginica
9.3	Virginica
4.9	Versicolor
5.9	Setosa
5.6	Virginica
9.5	Virginica
6.9	Versicolor
2.4	Setosa
3.5	Setosa
5.3	Virginica
4.9	Versicolor
8.8	Virginica
2.9	Setosa
2.6	Setosa
7.5	Versicolor
