sepal.width	variety
5.0	Virginica
3.5	Virginica
6.7	Setosa
3.1	Virginica
7.2	Versicolor
5.3	Versicolor
5.0	Versicolor
7.8	Versicolor
4.8	Versicolor
4.6	Versicolor
8.4	Setosa
6.6	Virginica
4.2	Virginica
3.4	Versicolor
6.5	Setosa
4.1	Virginica
6.8	Virginica
8.0	Setosa
4.5	Setosa
7.2	Setosa
3.3	Virginica
5.3	Setosa
4.7	Versicolor
6.3	Versicolor
3.3	Setosa
4.6	Virginica
5.1	Versicolor
8.1	Setosa
6.4	Setosa
3.4	Setosa
4.7	Versicolor
5.5	Versicolor
5.9	Versicolor
4.1	Setosa
7.2	Setosa
6.4	Versicolor
6.2	Versicolor
7.5	Versicolor
4.8	Setosa
7.9	Setosa
7.3	Versicolor
6.3	Virginica
3.0	Virginica
5.2	Setosa
4.4	Setosa
3.3	Virginica
4.1	Versicolor
5.4	Setosa
7.5	Setosa
6.9	Virginica
5.6	Virginica
4.0	Setosa
4.0	Versicolor
4.9	Versicolor
7.0	Versicolor
7.2	Virginica
5.9	Versicolor
7.0	Setosa
3.5	Virginica
3.3	Versicolor
3.0	Versicolor
7.0	Versicolor
5.4	Versicolor
7.0	Setosa
4.0	Setosa
6.9	Virginica
4.6	Setosa
5.8	Versicolor
5.7	Versicolor
6.0	Versicolor
4.6	Virginica
4.8	Virginica
3.0	Virginica
4.1	Virginica
7.4	Versicolor
2.7	Versicolor
5.1	Setosa
3.7	Virginica
7.8	Virginica
7.6	Versicolor
4.2	Virginica
5.7	Virginica
7.5	Setosa
5.2	Versicolor
5.0	Setosa
7.0	Versicolor
6.6	Setosa
3.4	Versicolor
6.8	Virginica
2.2	Versicolor
4.6	Versicolor
3.2	Virginica
5.8	Setosa
4.3	Virginica
5.0	Setosa
6.7	Setosa
4.7	Virginica
7.5	Virginica
5.4	Virginica
3.4	Setosa
2.8	Virginica
8.4	Setosa
4.2	Versicolor
7.9	Virginica
4.5	Versicolor
