sepal.width	variety
8.0	Setosa
3.3	Versicolor
8.3	Setosa
4.1	Virginica
2.8	Versicolor
5.0	Versicolor
5.1	Versicolor
3.0	Virginica
5.5	Versicolor
2.9	Setosa
5.7	Virginica
3.5	Setosa
5.0	Setosa
5.5	Setosa
6.9	Setosa
7.0	Versicolor
4.4	Setosa
4.3	Versicolor
5.1	Versicolor
7.6	Versicolor
6.0	Versicolor
4.4	Versicolor
6.4	Versicolor
7.7	Setosa
5.8	Setosa
4.5	Versicolor
7.0	Setosa
3.5	Virginica
5.0	Virginica
3.2	Virginica
6.1	Versicolor
7.5	Setosa
7.3	Virginica
4.1	Virginica
4.1	Versicolor
6.1	Setosa
5.7	Versicolor
7.7	Setosa
3.9	Versicolor
7.2	Setosa
7.2	Versicolor
3.1	Virginica
2.8	Versicolor
5.1	Setosa
3.5	Setosa
2.7	Versicolor
7.6	Setosa
7.2	Virginica
6.2	Virginica
6.5	Versicolor
6.4	Virginica
4.7	Versicolor
5.4	Setosa
3.9	Virginica
6.5	Setosa
5.4	Versicolor
4.9	Versicolor
3.2	Virginica
5.3	Versicolor
6.5	Virginica
3.3	Versicolor
4.9	Setosa
4.0	Virginica
5.2	Versicolor
7.0	Versicolor
7.0	Virginica
2.9	Versicolor
6.2	Setosa
6.3	Versicolor
5.9	Versicolor
7.5	Versicolor
4.3	Virginica
6.1	Virginica
7.5	Virginica
5.6	Setosa
5.2	Setosa
7.0	Virginica
8.1	Setosa
5.9	Setosa
4.3	Virginica
4.3	Virginica
7.0	Virginica
3.6	Virginica
2.5	Virginica
5.9	Virginica
6.0	Setosa
3.8	Versicolor
6.8	Virginica
6.5	Virginica
5.1	Virginica
8.2	Setosa
4.9	Setosa
7.5	Setosa
4.7	Versicolor
5.3	Setosa
6.2	Virginica
6.9	Versicolor
4.0	Virginica
5.6	Virginica
4.7	Virginica
4.8	Setosa
5.5	Versicolor
5.5	Setosa
5.9	Setosa
5.9	Versicolor
