petal.length	variety
8.2	Virginica
4.0	Setosa
9.6	Virginica
6.0	Setosa
8.0	Virginica
6.4	Setosa
2.9	Setosa
9.1	Virginica
7.5	Virginica
4.0	Versicolor
7.3	Versicolor
6.1	Virginica
1.9	Setosa
4.8	Versicolor
2.0	Setosa
6.2	Versicolor
7.1	Virginica
4.8	Virginica
2.2	Setosa
8.6	Versicolor
1.1	Setosa
7.0	Versicolor
7.1	Virginica
5.5	Versicolor
8.1	Virginica
5.9	Versicolor
5.1	Setosa
11.4	Virginica
8.5	Versicolor
5.3	Versicolor
7.0	Versicolor
8.8	Virginica
8.0	Versicolor
8.6	Versicolor
8.9	Virginica
6.2	Setosa
5.3	Virginica
6.2	Virginica
3.0	Setosa
8.7	Versicolor
3.9	Versicolor
7.5	Virginica
8.8	Virginica
5.6	Setosa
5.6	Setosa
3.2	Setosa
8.9	Virginica
6.0	Setosa
9.6	Virginica
1.6	Setosa
8.9	Virginica
6.9	Virginica
7.0	Virginica
8.9	Versicolor
7.1	Versicolor
4.6	Versicolor
5.0	Setosa
4.6	Versicolor
5.4	Setosa
5.7	Versicolor
6.9	Versicolor
10.0	Virginica
5.6	Virginica
5.6	Setosa
9.2	Versicolor
5.5	Versicolor
3.0	Setosa
7.1	Versicolor
4.7	Versicolor
1.9	Setosa
10.1	Virginica
3.4	Setosa
6.5	Versicolor
8.2	Virginica
4.0	Setosa
5.8	Setosa
4.0	Versicolor
6.8	Versicolor
8.0	Virginica
3.3	Setosa
5.4	Setosa
3.5	Setosa
2.0	Setosa
5.3	Virginica
5.5	Versicolor
4.4	Versicolor
7.4	Versicolor
6.5	Virginica
4.4	Setosa
7.1	Virginica
9.1	Virginica
7.1	Virginica
6.7	Versicolor
8.7	Versicolor
10.6	Virginica
1.7	Setosa
2.4	Setosa
5.5	Versicolor
9.9	Virginica
5.8	Setosa
1.6	Setosa
6.1	Versicolor
1.4	Setosa
5.8	Virginica
7.8	Virginica
