sepal.length	variety
7.8	Versicolor
7.3	Virginica
5.4	Setosa
7.5	Setosa
6.3	Setosa
7.0	Versicolor
8.2	Virginica
7.2	Versicolor
9.5	Versicolor
7.6	Virginica
6.9	Setosa
10.3	Versicolor
11.2	Virginica
8.5	Versicolor
9.4	Setosa
6.8	Setosa
9.6	Virginica
10.2	Versicolor
7.3	Setosa
6.0	Setosa
8.7	Versicolor
6.9	Virginica
9.9	Setosa
7.7	Setosa
8.9	Virginica
5.6	Setosa
7.9	Versicolor
10.0	Virginica
6.3	Setosa
9.5	Virginica
6.7	Versicolor
11.1	Virginica
9.2	Virginica
8.5	Versicolor
5.0	Setosa
7.4	Setosa
6.9	Setosa
9.0	Versicolor
8.6	Virginica
5.8	Virginica
7.2	Virginica
7.8	Virginica
9.4	Versicolor
9.1	Versicolor
6.5	Virginica
8.0	Virginica
9.9	Versicolor
9.2	Versicolor
8.2	Versicolor
7.4	Virginica
8.4	Versicolor
6.1	Setosa
9.7	Versicolor
7.6	Versicolor
4.9	Setosa
5.4	Setosa
8.7	Versicolor
6.7	Virginica
9.5	Versicolor
9.3	Virginica
6.6	Versicolor
8.2	Virginica
7.4	Versicolor
6.6	Versicolor
9.8	Versicolor
7.5	Versicolor
10.8	Virginica
7.1	Setosa
5.1	Setosa
5.5	Setosa
8.3	Virginica
8.2	Virginica
9.0	Versicolor
6.0	Setosa
7.7	Virginica
7.0	Virginica
5.7	Virginica
7.0	Versicolor
9.0	Versicolor
8.9	Versicolor
11.7	Virginica
9.6	Versicolor
7.5	Setosa
7.8	Setosa
4.9	Virginica
7.2	Versicolor
8.3	Virginica
9.0	Setosa
9.9	Virginica
6.3	Versicolor
8.2	Setosa
7.1	Setosa
8.3	Virginica
8.1	Setosa
4.9	Setosa
6.1	Setosa
7.9	Setosa
8.8	Versicolor
7.8	Virginica
9.4	Virginica
8.7	Versicolor
8.6	Setosa
8.4	Virginica
8.7	Virginica
10.1	Versicolor
